User_ID,Job_ID,Job_Role,Company,User_Skills,Job_Requirements,Match_Score,Recommended,Projects,Certifications
15.0,413.0,Data Scientist,Infosys,"SQL, Python, CSS, AI","C++, Python, AI, Machine Learning",0.1461527165221593,0,Sentiment analysis,Coursera ML
16.0,62.0,Frontend Developer,Meta,"HTML, C++, CSS","Data Science, HTML, C++, SQL",0.8726489959520474,1,Portfolio website,React Certification
17.0,311.0,AI Engineer,Meta,"SQL, AI","Data Science, Java, CSS, Machine Learning, JavaScript",0.0351621446137676,0,Computer vision app,AI Certification
18.0,248.0,Data Scientist,DataNest AI,"AI, SQL","HTML, Machine Learning, JavaScript",0.8368165035869383,1,Sentiment analysis,Google Data Analytics
19.0,276.0,React Developer,Infosys,"Python, C++, AI, Machine Learning","CSS, HTML, JavaScript, SQL, Java",0.3150568086533168,0,General software project,General tech certification
20.0,430.0,Frontend Developer,TechNova Solutions,"Java, JavaScript, C++, Python","JavaScript, Python, Data Science",0.5123741381805943,0,Chat UI,React Certification
21.0,308.0,Frontend Developer,TCS,"Machine Learning, Data Science, SQL","JavaScript, Java, HTML",0.8375096355773367,1,Admin panel UI,Frontend Bootcamp
22.0,271.0,Frontend Developer,TCS,"JavaScript, SQL, Machine Learning","HTML, SQL, Data Science",0.2699721944669092,0,Responsive website,Frontend Bootcamp
23.0,224.0,ML Engineer,CodeCraft Labs,"C++, Java, HTML","Python, Data Science, Machine Learning, HTML",0.5312960171754331,0,Recommendation engine,Machine Learning Certification
24.0,1.0,AI Engineer,Wipro,"SQL, Machine Learning, Java, C++, AI","Machine Learning, C++, Python",0.2936437920199366,0,Image classifier,Deep Learning Specialization
25.0,7.0,AI Engineer,Meta,"Machine Learning, Data Science, AI","C++, Python, SQL, Machine Learning, Java",0.5487950859977712,0,Speech recognition system,AI Certification
26.0,352.0,AI Engineer,Meta,"CSS, JavaScript","Data Science, JavaScript, Machine Learning, AI, Java",0.6694033585696698,0,GAN project,Deep Learning Specialization
27.0,169.0,Frontend Developer,Oracle,"JavaScript, Java, Python, C++, SQL","HTML, JavaScript",0.7289636502463117,0,Landing page,React Certification
28.0,459.0,AI Engineer,Accenture,"C++, HTML, Python","C++, AI, Data Science, Java",0.6464106563569022,0,Image classifier,AI Certification
29.0,376.0,ML Engineer,Accenture,"CSS, Python","Machine Learning, CSS, Java, HTML",0.6500095462494869,0,Scalable ML system,Machine Learning Certification
30.0,408.0,AI Engineer,Infosys,"JavaScript, Python, CSS, SQL","AI, Python",0.6207795516986715,0,Deep learning model,AI Certification
31.0,461.0,ML Engineer,Wipro,"Java, CSS","HTML, JavaScript, AI",0.9546610082411404,1,Recommendation engine,Machine Learning Certification
32.0,475.0,React Developer,Google,"AI, JavaScript","CSS, Java",0.4080833915419711,0,General software project,General tech certification
33.0,336.0,UI Developer,CodeCraft Labs,"Java, C++, JavaScript, HTML","Python, CSS",0.0329543154352685,0,General software project,General tech certification
34.0,374.0,ML Engineer,Amazon,"Java, C++, CSS, Machine Learning, SQL","HTML, Machine Learning, Data Science, Java, Python",0.7754387897195195,0,ML pipeline,Machine Learning Certification
35.0,242.0,ML Engineer,Wipro,"AI, HTML, C++, Python","Java, Machine Learning",0.3864231735570276,0,Model monitoring system,Machine Learning Certification
36.0,224.0,ML Engineer,Accenture,"AI, Data Science, SQL","CSS, AI, HTML, Data Science",0.554249948477468,0,Model deployment API,Machine Learning Certification
37.0,472.0,Data Scientist,Meta,"JavaScript, Java","Data Science, AI",0.3207846249665066,0,Fraud detection model,Coursera ML
38.0,399.0,UI Developer,Wipro,"HTML, Java, SQL, CSS, JavaScript","C++, HTML",0.6981532016717986,0,General software project,General tech certification
39.0,215.0,Data Scientist,CodeCraft Labs,"Python, JavaScript, CSS","Java, CSS, Machine Learning, Python, JavaScript",0.0629089777791493,0,Recommendation system,Coursera ML
40.0,262.0,Frontend Developer,DataNest AI,"Data Science, Java","HTML, SQL",0.3293582860241999,0,UI dashboard,React Certification
41.0,304.0,AI Engineer,Wipro,"Machine Learning, Java, SQL, CSS","C++, JavaScript, Machine Learning, HTML, CSS",0.1888889129865755,0,Deep learning model,AI Certification
42.0,340.0,Data Scientist,Google,"CSS, SQL, Data Science, Java, HTML","Machine Learning, AI, SQL, CSS",0.1459197718494448,0,Sentiment analysis,Google Data Analytics
43.0,465.0,Frontend Developer,Infosys,"AI, JavaScript, Python, CSS, C++","Data Science, C++, HTML, JavaScript, Python",0.1964233868180077,0,Admin panel UI,Frontend Bootcamp
44.0,43.0,Data Scientist,Infosys,"Java, Python, CSS, SQL","HTML, C++, JavaScript, Machine Learning",0.831134677922029,1,Time series forecasting,Google Data Analytics
45.0,423.0,UI Developer,DataNest AI,"C++, Machine Learning, AI","SQL, HTML, CSS",0.3455198101116464,0,General software project,General tech certification
46.0,163.0,ML Engineer,TechNova Solutions,"SQL, JavaScript, Data Science","C++, JavaScript, AI, CSS",0.4626898674964513,0,Feature engineering system,Machine Learning Certification
47.0,361.0,Java Developer,Infosys,"C++, HTML, Data Science","Java, SQL",0.3987346903485932,0,Hotel booking system,Spring Boot Course
48.0,176.0,Frontend Developer,TCS,"C++, CSS, HTML, Machine Learning","JavaScript, HTML, C++, Data Science",0.6129954953765889,0,Landing page,React Certification
49.0,124.0,React Developer,TechNova Solutions,"Data Science, Python, C++, Java, Machine Learning","Java, JavaScript",0.5438041007049859,0,General software project,General tech certification
50.0,479.0,AI Engineer,Microsoft,"SQL, C++","Python, CSS, C++, Machine Learning",0.781008868933109,0,Object detection system,AI Certification
51.0,9.0,Data Scientist,Accenture,"SQL, HTML","SQL, CSS, Machine Learning, Data Science, AI",0.9926634312264968,1,Data visualization dashboard,Coursera ML
52.0,322.0,Frontend Developer,Google,"Java, AI, C++","Data Science, JavaScript, HTML, Python",0.7868046346994725,0,E-commerce frontend,React Certification
53.0,453.0,Data Scientist,TCS,"AI, CSS, Machine Learning, C++, SQL","SQL, JavaScript, Data Science, C++, Machine Learning",0.7718513127286151,0,Fraud detection model,Google Data Analytics
54.0,352.0,Data Scientist,CodeCraft Labs,"Java, SQL, C++, AI","JavaScript, AI, Data Science, Machine Learning, C++",0.0441018711697113,0,ML prediction system,Google Data Analytics
55.0,419.0,React Developer,DataNest AI,"AI, CSS, HTML","Java, C++, CSS, Data Science, Python",0.030939631265388,0,General software project,General tech certification
56.0,105.0,Data Scientist,IBM,"AI, Data Science, HTML, JavaScript","HTML, SQL, Machine Learning, Java, AI",0.244000322388201,0,ML prediction system,Google Data Analytics
57.0,3.0,React Developer,Meta,"C++, CSS, Java, Data Science","JavaScript, HTML, Data Science",0.4558841849804068,0,General software project,General tech certification
58.0,473.0,ML Engineer,Google,"Machine Learning, AI, C++","AI, Machine Learning, SQL",0.0043839421074891,0,Feature engineering system,AWS ML
59.0,497.0,ML Engineer,Wipro,"JavaScript, Python","AI, Python, Java",0.968007069507498,1,Scalable ML system,AWS ML
60.0,460.0,Frontend Developer,Microsoft,"SQL, JavaScript, Data Science","Data Science, CSS, Java",0.0571775260100294,0,Chat UI,Frontend Bootcamp
61.0,61.0,Frontend Developer,Oracle,"SQL, Machine Learning, Java","SQL, JavaScript",0.9052742226960482,1,Admin panel UI,Frontend Bootcamp
62.0,292.0,Data Scientist,TechNova Solutions,"C++, SQL, JavaScript, Python","AI, Machine Learning",0.3588799887312516,0,Time series forecasting,Coursera ML
63.0,218.0,ML Engineer,DataNest AI,"Java, HTML, CSS, JavaScript, AI","Python, SQL, AI",0.6128704151807511,0,Recommendation engine,AWS ML
64.0,270.0,Data Scientist,CodeCraft Labs,"SQL, CSS, Python, JavaScript, Machine Learning","Machine Learning, SQL, Python, CSS",0.2977449760816184,0,Customer segmentation,Google Data Analytics
65.0,5.0,AI Engineer,Oracle,"Data Science, Python","Machine Learning, JavaScript, Data Science",0.8974951002028512,1,Speech recognition system,Deep Learning Specialization
66.0,298.0,Frontend Developer,Oracle,"CSS, AI, C++","CSS, Java, JavaScript",0.1974815440752249,0,React web app,Frontend Bootcamp
67.0,140.0,Business Analyst,Oracle,"SQL, AI","SQL, Data Science",0.6176148806350673,0,General software project,General tech certification
68.0,466.0,ML Engineer,CodeCraft Labs,"Data Science, Python, CSS","Java, AI, C++, JavaScript",0.5545146375107243,0,Recommendation engine,Machine Learning Certification
69.0,264.0,Data Scientist,CodeCraft Labs,"C++, AI, Python","JavaScript, Java, AI, CSS, Data Science",0.2594496809321255,0,NLP chatbot,Google Data Analytics
70.0,419.0,React Developer,Meta,"Java, AI, SQL, Machine Learning, HTML","JavaScript, SQL, Data Science",0.6303461643257333,0,General software project,General tech certification
71.0,401.0,ML Engineer,Microsoft,"Data Science, Java, Python","Java, SQL, Data Science, Python, Machine Learning",0.7606723355495593,0,Model monitoring system,AWS ML
72.0,24.0,React Developer,CodeCraft Labs,"Java, Data Science","CSS, HTML, Data Science",0.8161472182848567,1,General software project,General tech certification
73.0,48.0,React Developer,Microsoft,"AI, C++, Python, Data Science","CSS, JavaScript, Data Science",0.6132857111999137,0,General software project,General tech certification
74.0,215.0,ML Engineer,Wipro,"Data Science, Python, HTML, CSS, SQL","C++, AI",0.175350517395327,0,Scalable ML system,AWS ML
75.0,232.0,Data Scientist,Wipro,"Machine Learning, AI, SQL, C++, Java","Machine Learning, C++, SQL, HTML, JavaScript",0.4879930021819038,0,Customer segmentation,Google Data Analytics
76.0,167.0,Data Scientist,TCS,"HTML, C++, Java, JavaScript","JavaScript, Python, Data Science, AI, SQL",0.4680340755660841,0,Recommendation system,Google Data Analytics
77.0,136.0,AI Engineer,DataNest AI,"Machine Learning, AI","C++, AI, Python, Data Science, SQL",0.0173006947497768,0,AI assistant,Deep Learning Specialization
78.0,465.0,AI Engineer,Microsoft,"AI, Java, JavaScript, CSS","Python, AI, CSS",0.2641693165374243,0,Reinforcement learning agent,AI Certification
79.0,496.0,ML Engineer,Microsoft,"CSS, JavaScript, Machine Learning, Data Science","CSS, HTML, SQL, Java, Machine Learning",0.5186744952609409,0,Model deployment API,AWS ML
80.0,224.0,React Developer,Oracle,"JavaScript, SQL","HTML, SQL, CSS",0.1204439275341946,0,General software project,General tech certification
81.0,319.0,Data Scientist,Microsoft,"SQL, Machine Learning","Java, Machine Learning, SQL, JavaScript",0.3039061897573976,0,Time series forecasting,Google Data Analytics
82.0,327.0,Data Scientist,TCS,"SQL, Machine Learning, HTML","Machine Learning, Data Science",0.5754246941179456,0,Time series forecasting,Google Data Analytics
83.0,15.0,AI Engineer,TCS,"JavaScript, HTML, Data Science","CSS, Machine Learning, Java, SQL",0.0928461043577507,0,Deep learning model,Deep Learning Specialization
84.0,107.0,ML Engineer,IBM,"Machine Learning, SQL, AI, Java","Python, Machine Learning, JavaScript",0.5575416392209439,0,A/B testing model,Machine Learning Certification
85.0,149.0,ML Engineer,Infosys,"JavaScript, CSS","JavaScript, AI, Machine Learning",0.4259302396282577,0,Model deployment API,Machine Learning Certification
86.0,373.0,UI Developer,IBM,"Java, JavaScript, AI, SQL","CSS, Python, Data Science, JavaScript",0.4561699339186522,0,General software project,General tech certification
87.0,426.0,AI Engineer,Microsoft,"CSS, Data Science, SQL, Machine Learning","C++, Python, AI, Machine Learning, HTML",0.3851154697512898,0,Object detection system,Deep Learning Specialization
88.0,254.0,Data Scientist,CodeCraft Labs,"JavaScript, Machine Learning","JavaScript, Data Science, AI, Machine Learning, C++",0.4530971613610387,0,Sentiment analysis,Coursera ML
89.0,337.0,AI Engineer,Meta,"AI, JavaScript, CSS, Java","HTML, CSS, Machine Learning",0.8873438929130227,1,GAN project,Deep Learning Specialization
90.0,47.0,Data Scientist,TechNova Solutions,"AI, Java, Python","CSS, Machine Learning, AI",0.2555149228438846,0,Time series forecasting,Google Data Analytics
91.0,358.0,Data Scientist,Infosys,"AI, Machine Learning, Python","JavaScript, AI, Data Science, CSS, Machine Learning",0.889775883693672,1,NLP chatbot,Google Data Analytics
92.0,67.0,React Developer,CodeCraft Labs,"AI, JavaScript","Java, HTML, CSS, JavaScript, C++",0.7628503609006684,0,General software project,General tech certification
93.0,120.0,Data Scientist,DataNest AI,"C++, Machine Learning, CSS, SQL, JavaScript","CSS, Machine Learning, Python, JavaScript, C++",0.0603602359858886,0,Data visualization dashboard,Google Data Analytics
94.0,18.0,AI Engineer,IBM,"Java, SQL, JavaScript, CSS, C++","Python, AI, Data Science, JavaScript",0.9284560524872412,1,AI assistant,Deep Learning Specialization
95.0,397.0,ML Engineer,Microsoft,"CSS, JavaScript, Machine Learning, SQL, HTML","AI, SQL, HTML, JavaScript",0.1855870712921346,0,A/B testing model,Machine Learning Certification
96.0,215.0,ML Engineer,CodeCraft Labs,"JavaScript, Data Science, Java, Machine Learning, Python","Data Science, C++, Machine Learning, Java",0.1019418611739103,0,Model deployment API,Machine Learning Certification
97.0,197.0,React Developer,Amazon,"HTML, Data Science, Python, C++","Python, Data Science, JavaScript, CSS, HTML",0.4598311201738042,0,General software project,General tech certification
98.0,393.0,AI Engineer,Amazon,"JavaScript, HTML, AI","HTML, Machine Learning, Java, Python",0.8366375664060073,1,Reinforcement learning agent,AI Certification
99.0,357.0,UI Developer,TechNova Solutions,"CSS, AI, C++, SQL","JavaScript, Data Science, C++, Python",0.2379379419221859,0,General software project,General tech certification
100.0,308.0,Data Scientist,TCS,"AI, CSS","SQL, Machine Learning, Java, Data Science",0.074673181500227,0,Customer segmentation,Google Data Analytics
101.0,286.0,C++ Developer,TechNova Solutions,"SQL, AI, Machine Learning, CSS","Data Science, C++, Python",0.4378009256874371,0,General software project,General tech certification
102.0,28.0,Frontend Developer,Wipro,"CSS, JavaScript, Java, HTML, Python","Python, HTML",0.2757119157930079,0,UI dashboard,Frontend Bootcamp
103.0,134.0,Data Scientist,Meta,"SQL, Python, C++, Machine Learning, HTML","Python, CSS, Machine Learning, Data Science",0.0598659227692247,0,Time series forecasting,Google Data Analytics
104.0,107.0,ML Engineer,Accenture,"CSS, Data Science","Data Science, AI, CSS",0.7296103591599518,0,Feature engineering system,AWS ML
105.0,453.0,Data Scientist,Infosys,"HTML, AI, Python, C++, CSS","AI, Java",0.343623582741741,0,Sentiment analysis,Coursera ML
106.0,489.0,ML Engineer,Microsoft,"AI, JavaScript","HTML, AI",0.0588767978849102,0,ML pipeline,AWS ML
107.0,458.0,Frontend Developer,CodeCraft Labs,"Python, AI, Data Science, CSS","Data Science, JavaScript",0.6427418586778214,0,Landing page,React Certification
108.0,388.0,AI Engineer,TCS,"Java, Machine Learning, AI, Python","C++, CSS, Machine Learning, Data Science",0.25908791489421,0,Object detection system,Deep Learning Specialization
109.0,13.0,ML Engineer,TCS,"Java, Python, AI, CSS, JavaScript","AI, SQL",0.8102176514551644,1,AutoML pipeline,AWS ML
110.0,262.0,AI Engineer,Wipro,"Data Science, CSS, AI, Machine Learning","AI, HTML, C++, JavaScript",0.1143220943016841,0,Object detection system,Deep Learning Specialization
111.0,389.0,UI Developer,Oracle,"C++, JavaScript, Machine Learning, HTML, Java","Python, CSS",0.3460195761331986,0,General software project,General tech certification
112.0,91.0,Frontend Developer,TechNova Solutions,"AI, SQL, Java, Machine Learning","SQL, Java, CSS",0.1977164603577925,0,React web app,Frontend Bootcamp
113.0,88.0,AI Engineer,CodeCraft Labs,"Machine Learning, SQL, CSS, JavaScript","SQL, Java, Machine Learning, Data Science, JavaScript",0.3875556133382417,0,GAN project,AI Certification
114.0,325.0,Data Scientist,DataNest AI,"HTML, SQL","Python, Java, Machine Learning, C++",0.0162440525151383,0,Time series forecasting,Coursera ML
115.0,153.0,ML Engineer,Amazon,"Data Science, Python","C++, AI, CSS, Machine Learning, Data Science",0.3503966050308849,0,Feature engineering system,Machine Learning Certification
116.0,26.0,Data Scientist,CodeCraft Labs,"Data Science, Java, HTML, AI","AI, Machine Learning",0.7826362405756284,0,NLP chatbot,Google Data Analytics
117.0,266.0,Data Scientist,Wipro,"Data Science, CSS","C++, Machine Learning, Data Science",0.1744011249748249,0,ML prediction system,Google Data Analytics
118.0,456.0,React Developer,Amazon,"CSS, Python","HTML, Java",0.3004642753939001,0,General software project,General tech certification
119.0,184.0,React Developer,IBM,"Machine Learning, SQL, HTML","CSS, HTML",0.7531637568868403,0,General software project,General tech certification
120.0,5.0,AI Engineer,DataNest AI,"C++, Machine Learning, Python, JavaScript","Machine Learning, Data Science",0.3847276029456432,0,Image classifier,AI Certification
121.0,94.0,Frontend Developer,Oracle,"Python, C++","CSS, Python, SQL, Java",0.9810905757339492,1,Chat UI,React Certification
122.0,85.0,Data Scientist,IBM,"CSS, Python, C++","Data Science, AI, Java, Machine Learning, C++",0.8030466696039135,1,ML prediction system,Coursera ML
123.0,463.0,Frontend Developer,Google,"AI, C++, Python, HTML, Machine Learning","Python, HTML, CSS",0.3654677638635072,0,UI dashboard,React Certification
124.0,46.0,React Developer,Oracle,"HTML, CSS","Java, JavaScript, C++, CSS",0.9279629940947368,1,General software project,General tech certification
125.0,269.0,AI Engineer,Infosys,"Python, SQL, Data Science","Machine Learning, C++, AI, SQL, Data Science",0.0493774000524739,0,Reinforcement learning agent,Deep Learning Specialization
126.0,257.0,Data Scientist,Microsoft,"Data Science, SQL, C++","Data Science, Python, JavaScript, AI, HTML",0.2540118618060627,0,Data visualization dashboard,Coursera ML
127.0,348.0,React Developer,TechNova Solutions,"JavaScript, SQL, Machine Learning","CSS, HTML, SQL, Python",0.1812456154404326,0,General software project,General tech certification
128.0,321.0,UI Developer,DataNest AI,"Machine Learning, C++","C++, JavaScript, Python",0.6238024814067497,0,General software project,General tech certification
129.0,13.0,Frontend Developer,Microsoft,"SQL, Python, C++, Machine Learning, CSS","Data Science, C++, Java, HTML, Python",0.8444013664874671,1,UI dashboard,React Certification
130.0,113.0,ML Engineer,Meta,"Machine Learning, SQL, C++","AI, Python, CSS, Java, Machine Learning",0.2025076671371707,0,AutoML pipeline,AWS ML
131.0,280.0,ML Engineer,TechNova Solutions,"C++, JavaScript, Data Science, Python","Machine Learning, Python, C++, SQL, AI",0.708168554252366,0,Recommendation engine,Machine Learning Certification
132.0,359.0,ML Engineer,Meta,"Data Science, HTML, JavaScript, AI","SQL, Python, Machine Learning, AI, CSS",0.024602154728508,0,A/B testing model,Machine Learning Certification
133.0,212.0,Data Scientist,TechNova Solutions,"C++, JavaScript, Machine Learning, CSS","SQL, AI, Machine Learning, C++",0.3964850342741286,0,Recommendation system,Google Data Analytics
134.0,211.0,Frontend Developer,TechNova Solutions,"SQL, AI, CSS, Python","JavaScript, HTML, CSS",0.7856290410807671,0,Portfolio website,React Certification
135.0,311.0,ML Engineer,Amazon,"HTML, AI, JavaScript, Data Science, Python","HTML, Python, CSS, AI, Java",0.5839618594862619,0,Model monitoring system,Machine Learning Certification
136.0,29.0,Data Scientist,Amazon,"Data Science, Python, AI, C++, CSS","AI, Data Science, Java",0.8101594921020226,1,Sentiment analysis,Coursera ML
137.0,439.0,AI Engineer,Amazon,"Python, Machine Learning","Data Science, AI, SQL, HTML, Python",0.3959335589596997,0,Reinforcement learning agent,Deep Learning Specialization
138.0,377.0,ML Engineer,Amazon,"Python, HTML, JavaScript","AI, HTML, Machine Learning, SQL, Java",0.6267287106239539,0,AutoML pipeline,AWS ML
139.0,58.0,Systems Engineer,Wipro,"Data Science, Python, Machine Learning, SQL, Java","SQL, C++",0.1349808679010241,0,General software project,General tech certification
140.0,233.0,Business Analyst,Google,"HTML, CSS, Java, SQL","SQL, Data Science",0.082061130237533,0,General software project,General tech certification
141.0,441.0,UI Developer,Oracle,"SQL, Java, CSS, JavaScript, AI","JavaScript, CSS, C++",0.3367538853223363,0,General software project,General tech certification
142.0,68.0,Frontend Developer,CodeCraft Labs,"JavaScript, CSS, Python, Machine Learning","JavaScript, CSS",0.0607088238293157,0,Responsive website,Frontend Bootcamp
143.0,320.0,React Developer,CodeCraft Labs,"CSS, AI, HTML","CSS, Python, HTML, C++",0.0808756544152996,0,General software project,General tech certification
144.0,172.0,UI Developer,IBM,"Machine Learning, AI","JavaScript, SQL",0.6183768343772911,0,General software project,General tech certification
145.0,60.0,Data Scientist,Wipro,"Python, C++, CSS, Java","JavaScript, AI",0.7860167518020625,0,Fraud detection model,Google Data Analytics
146.0,237.0,UI Developer,DataNest AI,"JavaScript, Java, Data Science","CSS, Data Science",0.4204317283950568,0,General software project,General tech certification
147.0,252.0,UI Developer,TCS,"HTML, CSS, C++, Python","HTML, SQL, Java, C++",0.6516090776438971,0,General software project,General tech certification
148.0,99.0,UI Developer,Wipro,"HTML, C++, JavaScript","CSS, C++",0.9892217882404646,1,General software project,General tech certification
149.0,453.0,Data Scientist,CodeCraft Labs,"Data Science, Machine Learning","Java, HTML, Python, Machine Learning, AI",0.4996955507766508,0,Fraud detection model,Coursera ML
150.0,485.0,C++ Developer,DataNest AI,"CSS, SQL, Machine Learning, HTML, Java","SQL, C++",0.0539374028677703,0,General software project,General tech certification
151.0,337.0,Frontend Developer,Oracle,"JavaScript, C++, HTML, Machine Learning","Python, CSS, SQL, HTML",0.9636636351923428,1,Responsive website,Frontend Bootcamp
152.0,160.0,AI Engineer,Accenture,"C++, AI, Machine Learning, SQL, JavaScript","Python, AI, Machine Learning",0.6738078329207865,0,Deep learning model,AI Certification
153.0,159.0,AI Engineer,TCS,"HTML, Python, C++, AI","Machine Learning, C++, SQL, AI, Data Science",0.6397331658089517,0,Computer vision app,AI Certification
154.0,459.0,UI Developer,Infosys,"HTML, SQL","C++, CSS",0.6719768956294636,0,General software project,General tech certification
155.0,378.0,React Developer,Amazon,"HTML, AI, SQL, Data Science","CSS, Java, Python",0.7260051662225827,0,General software project,General tech certification
156.0,155.0,ML Engineer,TCS,"Python, Data Science, HTML","C++, Python, Machine Learning, Data Science",0.0153599252418294,0,Scalable ML system,Machine Learning Certification
157.0,404.0,ML Engineer,IBM,"JavaScript, C++, Python, Java, AI","Python, C++, Machine Learning",0.6444388393603087,0,A/B testing model,Machine Learning Certification
158.0,75.0,Java Developer,Wipro,"Machine Learning, CSS, C++, HTML","Python, Java",0.5213636073008939,0,REST service,Spring Boot Course
159.0,329.0,ML Engineer,TCS,"SQL, Java, Machine Learning, C++, HTML","Machine Learning, Java, C++",0.9059122771926296,1,ML pipeline,AWS ML
160.0,379.0,Data Scientist,Wipro,"C++, Python, HTML, Data Science","SQL, AI, JavaScript, HTML",0.4929042550822159,0,Customer segmentation,Google Data Analytics
161.0,86.0,Data Scientist,DataNest AI,"CSS, Python, AI, JavaScript","Machine Learning, HTML, Python, Java, AI",0.2100570276670985,0,Data visualization dashboard,Google Data Analytics
162.0,468.0,Data Scientist,DataNest AI,"JavaScript, CSS, SQL, Python","CSS, Java, C++, AI, Data Science",0.7057943062898258,0,Recommendation system,Google Data Analytics
163.0,15.0,Data Scientist,Infosys,"Python, SQL, C++, Machine Learning, AI","C++, Machine Learning",0.0910211610871306,0,NLP chatbot,Google Data Analytics
164.0,160.0,React Developer,Oracle,"AI, JavaScript, Data Science, SQL, Java","C++, CSS",0.4359233026638867,0,General software project,General tech certification
165.0,24.0,Data Scientist,DataNest AI,"Data Science, Machine Learning","SQL, Machine Learning",0.1162397992765397,0,Recommendation system,Google Data Analytics
166.0,97.0,Data Scientist,CodeCraft Labs,"Data Science, HTML, C++, SQL, CSS","SQL, CSS, Python, Java, Machine Learning",0.3694738400547473,0,Recommendation system,Google Data Analytics
167.0,258.0,Frontend Developer,Oracle,"SQL, Data Science","CSS, HTML",0.3112892478272631,0,Admin panel UI,Frontend Bootcamp
168.0,311.0,Frontend Developer,Google,"SQL, Data Science, AI, Python, CSS","Python, JavaScript, CSS",0.2915097414983842,0,Chat UI,Frontend Bootcamp
169.0,238.0,ML Engineer,IBM,"Java, HTML, Python, C++","C++, Machine Learning, Data Science, Java",0.4914291641039745,0,Feature engineering system,Machine Learning Certification
170.0,385.0,Frontend Developer,DataNest AI,"SQL, Machine Learning, Python","Python, Java, C++, HTML",0.5770573965446382,0,Portfolio website,Frontend Bootcamp
171.0,186.0,AI Engineer,TCS,"SQL, AI","Python, C++, AI, Machine Learning, JavaScript",0.8695956643275646,1,Deep learning model,Deep Learning Specialization
172.0,103.0,Data Scientist,Oracle,"Machine Learning, CSS, C++, SQL, Python","Python, Data Science, Java, AI",0.4324486049921776,0,NLP chatbot,Coursera ML
173.0,37.0,UI Developer,Microsoft,"C++, AI, Data Science","CSS, HTML, JavaScript",0.4079441225685607,0,General software project,General tech certification
174.0,53.0,React Developer,Google,"JavaScript, CSS, SQL","HTML, C++, Python",0.9249558816817278,1,General software project,General tech certification
175.0,369.0,Data Scientist,Meta,"Machine Learning, HTML, C++","C++, AI, Data Science",0.2743511551664429,0,NLP chatbot,Coursera ML
176.0,23.0,UI Developer,Microsoft,"Java, C++, SQL","CSS, Data Science",0.1034548544234699,0,General software project,General tech certification
177.0,291.0,Frontend Developer,Accenture,"Java, C++, Machine Learning","Java, CSS",0.6527945496125251,0,E-commerce frontend,React Certification
178.0,292.0,Frontend Developer,TCS,"Machine Learning, Java, SQL","CSS, Python",0.8935751498114863,1,React web app,Frontend Bootcamp
179.0,313.0,Frontend Developer,Accenture,"SQL, Java, AI","SQL, HTML",0.8490636971516542,1,UI dashboard,Frontend Bootcamp
180.0,194.0,Data Scientist,Meta,"CSS, Python, SQL, JavaScript, Machine Learning","HTML, Java, Machine Learning, Data Science, AI",0.7096634445990977,0,Recommendation system,Coursera ML
181.0,118.0,AI Engineer,Amazon,"Python, AI, Machine Learning, CSS","Machine Learning, CSS, JavaScript",0.5842541060555598,0,Speech recognition system,Deep Learning Specialization
