User_ID,Job_ID,Job_Role,Company,User_Skills,Job_Requirements,Match_Score,Recommended,Projects,Certifications
U00028,J00028,AI Engineer,Amazon,"Hugging Face, MLOps, Deep Learning, Transformers, CUDA","TensorFlow, Deep Learning, Hugging Face, BERT, Reinforcement Learning, OpenCV",0.3485,0,Autonomous agent with RL,Deep Learning Specialization
U00029,J00029,AI Engineer,TCS,"PyTorch, OpenCV, GPT, Attention Mechanisms, MLOps, Reinforcement Learning, LLMs, BERT","Reinforcement Learning, BERT, PyTorch, Attention Mechanisms, OpenCV",1.0,1,Object detection system,AWS ML Specialty
U00030,J00030,AI Engineer,Flipkart,"Scikit-learn, Computer Vision, BERT, CUDA","Attention Mechanisms, NLP, Hugging Face, CUDA, Scikit-learn, Transformers, Python",0.3342,0,Face recognition system,AWS ML Specialty
U00031,J00031,AI Engineer,Google,"PyTorch, CUDA, Attention Mechanisms, NLP, MLOps, LLMs, Computer Vision, Scikit-learn","Attention Mechanisms, Computer Vision, MLOps, LLMs, NLP, PyTorch, Scikit-learn",1.0,1,Chatbot using LLMs,TensorFlow Developer Certificate
U00032,J00032,AI Engineer,Zoho,"Machine Learning, Neural Networks, GANs, Python, Deep Learning","Hugging Face, PyTorch, GPT, BERT, Computer Vision, Transformers, LLMs",0.0623,0,NLP sentiment engine,PyTorch Udacity Nanodegree
U00033,J00033,AI Engineer,IBM,"Deep Learning, Neural Networks, GPT, MLOps, TensorFlow, GANs, Model Deployment, Machine Learning","TensorFlow, Model Deployment, Machine Learning, Deep Learning, GPT, Neural Networks, GANs",1.0,1,AI recommendation engine,PyTorch Udacity Nanodegree
U00034,J00034,AI Engineer,Flipkart,"GPT, PyTorch, Scikit-learn, Machine Learning","GANs, Keras, MLOps, LLMs, Machine Learning",0.2217,0,Text summarization tool,Deep Learning Specialization
U00035,J00035,AI Engineer,Tech Mahindra,"PyTorch, CUDA, OpenCV, TensorFlow, Transformers, Computer Vision, Machine Learning","Neural Networks, Machine Learning, Transformers, Computer Vision, PyTorch",0.8336,1,Chatbot using LLMs,PyTorch Udacity Nanodegree
U00036,J00036,AI Engineer,NVIDIA,"Machine Learning, Keras, BERT, LLMs, Python","LLMs, Python, Reinforcement Learning, Scikit-learn, Transformers, BERT, Machine Learning",0.6025,1,NLP sentiment engine,PyTorch Udacity Nanodegree
U00037,J00037,AI Engineer,NVIDIA,"Neural Networks, PyTorch, CUDA, OpenCV, Hugging Face, Transformers, Python, Computer Vision, Model Deployment","Neural Networks, Hugging Face, Model Deployment, Python, Transformers, CUDA, PyTorch",1.0,1,AI recommendation engine,PyTorch Udacity Nanodegree
U00038,J00038,AI Engineer,Zoho,"GANs, PyTorch, TensorFlow","Keras, PyTorch, LLMs, Python, Model Deployment, TensorFlow, Reinforcement Learning",0.346,0,Object detection system,PyTorch Udacity Nanodegree
U00039,J00039,AI Engineer,Infosys,"Computer Vision, Neural Networks, Hugging Face, LLMs, BERT, Machine Learning","Hugging Face, Neural Networks, Machine Learning, LLMs",1.0,1,NLP sentiment engine,Hugging Face NLP Course
U00040,J00040,AI Engineer,Swiggy,"Transformers, Computer Vision, PyTorch, CUDA, GANs","CUDA, Python, Scikit-learn, Attention Mechanisms",0.2694,0,Multimodal AI pipeline,PyTorch Udacity Nanodegree
U00041,J00041,AI Engineer,Cognizant,"TensorFlow, CUDA, Reinforcement Learning","CUDA, TensorFlow, Reinforcement Learning, Model Deployment",0.818,1,Image classification with CNN,AWS ML Specialty
U00042,J00042,AI Engineer,Tech Mahindra,"Hugging Face, Model Deployment, LLMs, GPT","GANs, GPT, Neural Networks, BERT, NLP, MLOps",0.2015,0,AI recommendation engine,Hugging Face NLP Course
U00043,J00043,AI Engineer,Razorpay,"Keras, PyTorch, CUDA, GPT, GANs, Machine Learning","PyTorch, Keras, GPT, Machine Learning, CUDA",1.0,1,Speech recognition model,Hugging Face NLP Course
U00044,J00044,AI Engineer,Microsoft,"LLMs, Model Deployment, Machine Learning, GANs, GPT","Model Deployment, Python, MLOps, Computer Vision, PyTorch, Machine Learning",0.3967,0,AI recommendation engine,TensorFlow Developer Certificate
U00045,J00045,AI Engineer,Accenture,"Neural Networks, CUDA, Attention Mechanisms, MLOps, Reinforcement Learning, Hugging Face, LLMs, Scikit-learn","Machine Learning, Scikit-learn, CUDA, Reinforcement Learning, LLMs, MLOps, Hugging Face",0.8755,1,Speech recognition model,Deep Learning Specialization
U00046,J00046,AI Engineer,Swiggy,"Deep Learning, Computer Vision, Scikit-learn, Machine Learning","Computer Vision, LLMs, Keras, CUDA, MLOps",0.2289,0,Chatbot using LLMs,Fast.ai Course
U00047,J00047,AI Engineer,Razorpay,"Keras, Neural Networks, Deep Learning, GPT, TensorFlow, Hugging Face, Model Deployment, Scikit-learn","Keras, TensorFlow, Model Deployment, Scikit-learn, Neural Networks",1.0,1,Face recognition system,Deep Learning Specialization
U00048,J00048,AI Engineer,Microsoft,"Neural Networks, CUDA","Transformers, LLMs, PyTorch, CUDA",0.3259,0,Object detection system,Deep Learning Specialization
U00049,J00049,AI Engineer,Accenture,"GPT, MLOps, Hugging Face, Transformers, GANs, Machine Learning","Hugging Face, Attention Mechanisms, GANs, Machine Learning, MLOps, Transformers, GPT",0.9329,1,Object detection system,Hugging Face NLP Course
U00050,J00050,AI Engineer,Cognizant,"Python, BERT, GPT","NLP, Machine Learning, Model Deployment, PyTorch",0.0551,0,AI recommendation engine,Deep Learning Specialization
U00051,J00051,AI Engineer,TCS,"GPT, Attention Mechanisms, NLP, Machine Learning, Scikit-learn","Scikit-learn, GPT, PyTorch, Attention Mechanisms, Machine Learning",0.8727,1,Image classification with CNN,Deep Learning Specialization
U00052,J00052,AI Engineer,Microsoft,"Scikit-learn, Transformers, Keras, MLOps, Model Deployment","Scikit-learn, Hugging Face, CUDA, GPT, Deep Learning",0.2395,0,Multimodal AI pipeline,Deep Learning Specialization
U00053,J00053,AI Engineer,Cognizant,"Keras, PyTorch, Neural Networks, CUDA, OpenCV, GPT, Hugging Face, Python, Machine Learning","OpenCV, Hugging Face, Keras, Python, PyTorch, Machine Learning, CUDA",1.0,1,Image classification with CNN,AWS ML Specialty
U00054,J00054,AI Engineer,Microsoft,"LLMs, Scikit-learn, Attention Mechanisms, Transformers, Model Deployment","BERT, OpenCV, GANs, Deep Learning, NLP, Hugging Face",0.0029,0,Speech recognition model,Hugging Face NLP Course
U00055,J00055,AI Engineer,Swiggy,"Deep Learning, PyTorch, NLP, MLOps, Transformers, Python, Computer Vision, Model Deployment","Deep Learning, Transformers, MLOps, Python, Model Deployment, GPT",0.8772,1,Face recognition system,Fast.ai Course
U00056,J00056,AI Engineer,Cognizant,"PyTorch, Machine Learning, Deep Learning, GPT, GANs","Deep Learning, Python, Hugging Face, Machine Learning, NLP, Scikit-learn, GANs",0.4952,0,AI recommendation engine,Google AI Certificate
U00057,J00057,AI Engineer,Google,"Neural Networks, GPT, Hugging Face, Transformers, LLMs, BERT, Model Deployment, Machine Learning","BERT, LLMs, GANs, Machine Learning, GPT, Neural Networks",0.8739,1,AI recommendation engine,Fast.ai Course
U00058,J00058,AI Engineer,Accenture,"OpenCV, Model Deployment, Transformers, GPT","CUDA, Attention Mechanisms, LLMs, Neural Networks, GPT, Hugging Face",0.2413,0,Object detection system,Google AI Certificate
U00059,J00059,AI Engineer,IBM,"OpenCV, MLOps, TensorFlow, Transformers, LLMs, BERT, Machine Learning","Machine Learning, BERT, TensorFlow, OpenCV, LLMs, Transformers, MLOps",1.0,1,Image classification with CNN,Google AI Certificate
U00060,J00060,AI Engineer,Capgemini,"Hugging Face, Transformers, GANs, PyTorch","Python, Neural Networks, BERT, GANs, PyTorch, LLMs, Keras",0.3538,0,Autonomous agent with RL,Hugging Face NLP Course
U00061,J00061,AI Engineer,Amazon,"PyTorch, Attention Mechanisms, TensorFlow, Hugging Face, Model Deployment, Machine Learning, Scikit-learn","Model Deployment, TensorFlow, Hugging Face, PyTorch, Machine Learning, Scikit-learn, Attention Mechanisms",1.0,1,AI recommendation engine,Hugging Face NLP Course
U00062,J00062,AI Engineer,Freshworks,"NLP, PyTorch, Hugging Face","BERT, Neural Networks, Machine Learning, MLOps, Attention Mechanisms, NLP",0.2364,0,Object detection system,AWS ML Specialty
U00063,J00063,AI Engineer,Zomato,"Keras, PyTorch, GANs, Attention Mechanisms","Machine Learning, GPT, GANs, Keras, Attention Mechanisms",0.6353,1,Multimodal AI pipeline,Hugging Face NLP Course
U00064,J00064,AI Engineer,Swiggy,"Transformers, CUDA, Reinforcement Learning","Keras, GPT, Scikit-learn, Computer Vision, Transformers, LLMs, Deep Learning",0.1889,0,Chatbot using LLMs,PyTorch Udacity Nanodegree
U00065,J00065,AI Engineer,Amazon,"Keras, CUDA, TensorFlow, Python, LLMs, Machine Learning, Scikit-learn","Keras, Python, CUDA, TensorFlow, LLMs, Scikit-learn, Machine Learning",1.0,1,AI recommendation engine,PyTorch Udacity Nanodegree
U00066,J00066,AI Engineer,Razorpay,"NLP, Computer Vision, Neural Networks, Model Deployment, Reinforcement Learning","TensorFlow, CUDA, Reinforcement Learning, Neural Networks, PyTorch, Scikit-learn, OpenCV",0.3282,0,NLP sentiment engine,Hugging Face NLP Course
U00067,J00067,AI Engineer,Razorpay,"Deep Learning, Neural Networks, PyTorch, OpenCV, GPT, TensorFlow, LLMs, Machine Learning, Scikit-learn","Scikit-learn, OpenCV, Deep Learning, GPT, PyTorch, Neural Networks, Machine Learning",1.0,1,Multimodal AI pipeline,AWS ML Specialty
U00068,J00068,AI Engineer,Swiggy,"GANs, PyTorch, GPT","Deep Learning, Machine Learning, LLMs, Python, Model Deployment, OpenCV",0.0728,0,Autonomous agent with RL,Deep Learning Specialization
U00069,J00069,AI Engineer,Cognizant,"Deep Learning, CUDA, TensorFlow, LLMs, Machine Learning, Scikit-learn","TensorFlow, Scikit-learn, LLMs, Deep Learning, Machine Learning",1.0,1,Multimodal AI pipeline,AWS ML Specialty
U00070,J00070,AI Engineer,Zomato,"Deep Learning, Attention Mechanisms, Reinforcement Learning, Model Deployment","TensorFlow, Reinforcement Learning, Computer Vision, GPT, CUDA, Machine Learning",0.2388,0,Chatbot using LLMs,AWS ML Specialty
U00071,J00071,AI Engineer,Capgemini,"Deep Learning, GPT, Attention Mechanisms, NLP, Python","Computer Vision, Deep Learning, GPT, PyTorch, Attention Mechanisms, Python",0.7331,1,Object detection system,Google AI Certificate
U00072,J00072,AI Engineer,Google,"Neural Networks, Model Deployment, Keras, NLP","Machine Learning, OpenCV, Neural Networks, Hugging Face, Python",0.2088,0,NLP sentiment engine,Deep Learning Specialization
U00073,J00073,AI Engineer,Zomato,"OpenCV, Machine Learning, CUDA, Python","Machine Learning, CUDA, OpenCV, Python, NLP, Keras",0.7048,1,Text summarization tool,Google AI Certificate
U00074,J00074,AI Engineer,Google,"Attention Mechanisms, MLOps","GPT, MLOps, Machine Learning, Hugging Face",0.2741,0,Chatbot using LLMs,AWS ML Specialty
U00075,J00075,AI Engineer,Infosys,"Deep Learning, PyTorch, OpenCV, GPT, Reinforcement Learning, LLMs, BERT, Model Deployment, Scikit-learn","BERT, Deep Learning, LLMs, GPT, PyTorch, Model Deployment, OpenCV",1.0,1,Image classification with CNN,PyTorch Udacity Nanodegree
U00076,J00076,AI Engineer,TCS,"Deep Learning, OpenCV, BERT, Attention Mechanisms, Keras","BERT, GPT, Machine Learning, OpenCV, Transformers",0.4299,0,Face recognition system,Deep Learning Specialization
U00077,J00077,AI Engineer,Intel,"Deep Learning, PyTorch, NLP, Model Deployment","PyTorch, BERT, Deep Learning, Reinforcement Learning",0.5283,1,Chatbot using LLMs,Hugging Face NLP Course
U00078,J00078,AI Engineer,Intel,"Machine Learning, Deep Learning, Reinforcement Learning, Model Deployment, Keras","Reinforcement Learning, Deep Learning, CUDA, MLOps, Computer Vision, Neural Networks",0.3792,0,Text summarization tool,PyTorch Udacity Nanodegree
U00079,J00079,AI Engineer,TCS,"Keras, Transformers, Python, BERT","Hugging Face, Attention Mechanisms, Keras, Python",0.5005,1,Multimodal AI pipeline,Fast.ai Course
U00080,J00080,AI Engineer,Tech Mahindra,"GPT, OpenCV, NLP, Reinforcement Learning, Scikit-learn","PyTorch, Neural Networks, Python, Attention Mechanisms, MLOps, Computer Vision, Transformers",0.0577,0,Multimodal AI pipeline,Deep Learning Specialization
U00081,J00081,AI Engineer,HCL,"Neural Networks, NLP, MLOps, Reinforcement Learning, TensorFlow, Hugging Face, Model Deployment","Neural Networks, NLP, Hugging Face, TensorFlow",1.0,1,Image classification with CNN,Hugging Face NLP Course
U00082,J00082,AI Engineer,Swiggy,"Transformers, Hugging Face, TensorFlow","Deep Learning, Scikit-learn, CUDA, LLMs, MLOps, GANs, TensorFlow",0.1435,0,Object detection system,PyTorch Udacity Nanodegree
U00083,J00083,AI Engineer,Zomato,"Deep Learning, Keras, Attention Mechanisms, Python, Scikit-learn","Keras, Scikit-learn, OpenCV, Deep Learning, Python",0.8447,1,Image classification with CNN,AWS ML Specialty
U00084,J00084,AI Engineer,Infosys,"CUDA, BERT, Transformers, GANs","BERT, Python, GPT, PyTorch",0.2834,0,Autonomous agent with RL,Deep Learning Specialization
U00085,J00085,AI Engineer,Swiggy,"Hugging Face, PyTorch, GPT, Reinforcement Learning","NLP, Hugging Face, GPT, Reinforcement Learning, PyTorch, BERT",0.6984,1,Speech recognition model,TensorFlow Developer Certificate
U00086,J00086,AI Engineer,TCS,"Reinforcement Learning, GANs, Neural Networks","NLP, PyTorch, MLOps, Deep Learning, Hugging Face, Model Deployment",0.0189,0,AI recommendation engine,TensorFlow Developer Certificate
U00087,J00087,AI Engineer,IBM,"Neural Networks, PyTorch, NLP, Hugging Face, GANs, Model Deployment, Machine Learning","Hugging Face, Neural Networks, GANs, PyTorch, NLP",1.0,1,AI recommendation engine,PyTorch Udacity Nanodegree
U00088,J00088,AI Engineer,Microsoft,"GPT, TensorFlow, Reinforcement Learning, Scikit-learn, PyTorch","CUDA, TensorFlow, Reinforcement Learning, MLOps, PyTorch, Scikit-learn",0.7183,1,Multimodal AI pipeline,Google AI Certificate
U00089,J00089,AI Engineer,Wipro,"CUDA, OpenCV, GPT, Attention Mechanisms, TensorFlow, Computer Vision, Model Deployment","GPT, CUDA, Model Deployment, TensorFlow, Attention Mechanisms, Computer Vision, OpenCV",1.0,1,Chatbot using LLMs,TensorFlow Developer Certificate
U00090,J00090,AI Engineer,Flipkart,"BERT, OpenCV, Attention Mechanisms, Hugging Face, TensorFlow","GPT, MLOps, GANs, NLP, Reinforcement Learning, Model Deployment, Scikit-learn",0.0631,0,Image classification with CNN,Hugging Face NLP Course
U00091,J00091,AI Engineer,NVIDIA,"Model Deployment, BERT, Scikit-learn, Attention Mechanisms","Model Deployment, Attention Mechanisms, Transformers, Scikit-learn",0.7748,1,NLP sentiment engine,Google AI Certificate
U00092,J00092,AI Engineer,Intel,"Neural Networks, Attention Mechanisms, MLOps, PyTorch","Scikit-learn, Model Deployment, Transformers, GANs",0.0517,0,Text summarization tool,Hugging Face NLP Course
U00093,J00093,AI Engineer,Infosys,"Neural Networks, Reinforcement Learning, NLP, Computer Vision","Reinforcement Learning, Scikit-learn, NLP, Computer Vision",0.7562,1,Text summarization tool,PyTorch Udacity Nanodegree
U00094,J00094,AI Engineer,Zoho,"Neural Networks, NLP, Hugging Face, GPT, TensorFlow","Attention Mechanisms, OpenCV, Hugging Face, Neural Networks",0.5329,1,Face recognition system,Google AI Certificate
U00095,J00095,AI Engineer,Wipro,"OpenCV, MLOps, GANs, Model Deployment, Machine Learning, Scikit-learn","GPT, Machine Learning, Model Deployment, GANs, Scikit-learn, LLMs",0.7089,1,Object detection system,PyTorch Udacity Nanodegree
U00096,J00096,AI Engineer,Wipro,"MLOps, Deep Learning","Keras, TensorFlow, GANs, LLMs, Reinforcement Learning",0.0228,0,AI recommendation engine,AWS ML Specialty
U00097,J00097,AI Engineer,Zomato,"PyTorch, GPT, BERT, Model Deployment, Scikit-learn","BERT, PyTorch, Machine Learning, GPT, Reinforcement Learning",0.6796,1,Object detection system,Deep Learning Specialization
U00098,J00098,AI Engineer,Microsoft,"LLMs, Neural Networks, GPT, Hugging Face","Deep Learning, GANs, OpenCV, Neural Networks, CUDA, TensorFlow",0.1671,0,Chatbot using LLMs,Hugging Face NLP Course
U00099,J00099,AI Engineer,Intel,"Model Deployment, Hugging Face, MLOps","Neural Networks, Model Deployment, Hugging Face, MLOps, BERT",0.6038,1,Multimodal AI pipeline,AWS ML Specialty
U00100,J00100,AI Engineer,TCS,"GANs, MLOps","Deep Learning, LLMs, Hugging Face, Model Deployment",0.046,0,AI recommendation engine,AWS ML Specialty
U00101,J00101,AI Engineer,HCL,"PyTorch, Reinforcement Learning, Hugging Face, GANs, Machine Learning","Hugging Face, Reinforcement Learning, Machine Learning, CUDA",0.7935,1,Text summarization tool,Deep Learning Specialization
U00102,J00102,AI Engineer,Infosys,"Reinforcement Learning, Machine Learning","LLMs, TensorFlow, Transformers, Reinforcement Learning, Keras, Python, CUDA",0.2015,0,Multimodal AI pipeline,Fast.ai Course
U00103,J00103,AI Engineer,Amazon,"Neural Networks, OpenCV, NLP, Reinforcement Learning, TensorFlow, Model Deployment","Neural Networks, TensorFlow, Reinforcement Learning, Model Deployment, OpenCV, NLP",1.0,1,Object detection system,Deep Learning Specialization
U00104,J00104,AI Engineer,Amazon,"GANs, Computer Vision","Scikit-learn, MLOps, Transformers, Model Deployment, LLMs, Keras",0.0229,0,Speech recognition model,Hugging Face NLP Course
U00105,J00105,AI Engineer,Intel,"Keras, Reinforcement Learning, Transformers, GANs, BERT, LLMs","Reinforcement Learning, BERT, Transformers, GPT",0.8141,1,Image classification with CNN,AWS ML Specialty
U00106,J00106,AI Engineer,Wipro,"Attention Mechanisms, Scikit-learn, GPT, Hugging Face","Model Deployment, Scikit-learn, OpenCV, Deep Learning, PyTorch",0.2574,0,Face recognition system,Hugging Face NLP Course
U00107,J00107,AI Engineer,Zoho,"Keras, PyTorch, Attention Mechanisms, Reinforcement Learning, Hugging Face, TensorFlow, BERT","TensorFlow, Reinforcement Learning, Hugging Face, BERT, Keras, Attention Mechanisms, PyTorch",1.0,1,Speech recognition model,Hugging Face NLP Course
U00108,J00108,AI Engineer,Razorpay,"PyTorch, CUDA, Neural Networks, MLOps, Reinforcement Learning","CUDA, TensorFlow, Hugging Face, Neural Networks, GPT, Reinforcement Learning, MLOps",0.6032,1,Object detection system,Deep Learning Specialization
U00109,J00109,AI Engineer,Cognizant,"OpenCV, NLP, MLOps, Transformers, LLMs","NLP, LLMs, MLOps, Transformers",1.0,1,Object detection system,Deep Learning Specialization
U00110,J00110,AI Engineer,Wipro,"PyTorch, Model Deployment, Scikit-learn, NLP","PyTorch, GPT, NLP, Attention Mechanisms, OpenCV",0.4569,0,Speech recognition model,Google AI Certificate
U00111,J00111,AI Engineer,NVIDIA,"Neural Networks, PyTorch, LLMs, Computer Vision","Deep Learning, Computer Vision, Neural Networks, Machine Learning, LLMs",0.6053,1,Face recognition system,Google AI Certificate
U00112,J00112,AI Engineer,Wipro,"Attention Mechanisms, MLOps, Reinforcement Learning, Neural Networks, Model Deployment","BERT, CUDA, PyTorch, Neural Networks, OpenCV, Hugging Face, GPT",0.1941,0,NLP sentiment engine,AWS ML Specialty
U00113,J00113,AI Engineer,HCL,"MLOps, Scikit-learn, GPT","Deep Learning, MLOps, Neural Networks, Scikit-learn",0.5758,1,AI recommendation engine,PyTorch Udacity Nanodegree
U00114,J00114,AI Engineer,HCL,"Neural Networks, GANs, Scikit-learn, Hugging Face","Keras, Computer Vision, GANs, Model Deployment",0.2927,0,NLP sentiment engine,Google AI Certificate
U00115,J00115,AI Engineer,Google,"CUDA, OpenCV, NLP, LLMs, Machine Learning","NLP, Attention Mechanisms, Hugging Face, OpenCV, CUDA",0.6494,1,Face recognition system,Fast.ai Course
U00116,J00116,AI Engineer,Accenture,"PyTorch, TensorFlow, NLP, GPT, BERT","GANs, Scikit-learn, LLMs, Machine Learning, Transformers, Attention Mechanisms",0.0387,0,Speech recognition model,Google AI Certificate
U00117,J00117,AI Engineer,Amazon,"Keras, Neural Networks, OpenCV, MLOps, Reinforcement Learning, Hugging Face, Transformers","OpenCV, Reinforcement Learning, Transformers, Neural Networks, MLOps",1.0,1,AI recommendation engine,AWS ML Specialty
U00118,J00118,AI Engineer,NVIDIA,"MLOps, GPT, LLMs, Scikit-learn, Python","Machine Learning, NLP, OpenCV, CUDA, Hugging Face, Computer Vision, GANs",0.0072,0,Text summarization tool,AWS ML Specialty
U00119,J00119,AI Engineer,Razorpay,"Computer Vision, TensorFlow, Scikit-learn, CUDA","Computer Vision, CUDA, Reinforcement Learning, TensorFlow, Scikit-learn",0.8345,1,Speech recognition model,PyTorch Udacity Nanodegree
U00120,J00120,AI Engineer,Razorpay,"PyTorch, Transformers, MLOps, GPT","Reinforcement Learning, TensorFlow, Transformers, GANs, Model Deployment, Computer Vision, Attention Mechanisms",0.2041,0,Multimodal AI pipeline,Fast.ai Course
U00121,J00121,AI Engineer,Flipkart,"Neural Networks, Attention Mechanisms, Reinforcement Learning, TensorFlow, Transformers, GANs","Neural Networks, Deep Learning, Transformers, Reinforcement Learning",0.7531,1,Face recognition system,Google AI Certificate
U00122,J00122,AI Engineer,Capgemini,"Hugging Face, Scikit-learn, CUDA, OpenCV, MLOps","Neural Networks, Hugging Face, MLOps, Attention Mechanisms, OpenCV, Model Deployment, NLP",0.4949,0,Face recognition system,Fast.ai Course
U00123,J00123,AI Engineer,NVIDIA,"Deep Learning, OpenCV, MLOps, Reinforcement Learning, Transformers, Python, LLMs, BERT, Machine Learning","LLMs, Python, Reinforcement Learning, OpenCV, Deep Learning, BERT",1.0,1,NLP sentiment engine,PyTorch Udacity Nanodegree
