User_ID,Job_ID,Job_Role,Company,User_Skills,Job_Requirements,Match_Score,Recommended
U00017,J00017,AI Engineer,Infosys,"Machine Learning, PyTorch, GPT, Deep Learning, TensorFlow, OpenCV","PyTorch, Machine Learning, NLP, BERT",0.74,1
U00018,J00018,AI Engineer,Google,"TensorFlow, NLP, Transformers, Python, Model Deployment, Neural Networks","Scikit-learn, BERT, Model Deployment, LLMs, Neural Networks, Deep Learning, MLOps",0.61,0
U00019,J00019,AI Engineer,Amazon,"OpenCV, TensorFlow, CUDA","MLOps, Hugging Face, NLP, TensorFlow, PyTorch, BERT, LLMs",0.53,0
U00020,J00020,AI Engineer,Infosys,"Transformers, Deep Learning, Machine Learning, TensorFlow","BERT, CUDA, MLOps, OpenCV",0.97,1
U00021,J00021,AI Engineer,TCS,"Machine Learning, Keras, Transformers, Neural Networks, Scikit-learn","OpenCV, PyTorch, Python, GPT, Deep Learning, TensorFlow, Keras",0.61,0
U00022,J00022,AI Engineer,TCS,"Reinforcement Learning, PyTorch, Machine Learning, Hugging Face","NLP, GPT, Model Deployment, Scikit-learn, Python, OpenCV",0.91,1
U00023,J00023,AI Engineer,Wipro,"Neural Networks, Keras, Deep Learning","Model Deployment, Neural Networks, Keras, Scikit-learn",0.8,1
U00024,J00024,AI Engineer,Microsoft,"Keras, MLOps, LLMs, Hugging Face","PyTorch, BERT, Keras, TensorFlow",0.5,0
U00025,J00025,AI Engineer,Swiggy,"NLP, GPT, Model Deployment, BERT, Python","PyTorch, Neural Networks, Model Deployment, TensorFlow",0.92,1
U00026,J00026,AI Engineer,Accenture,"BERT, Neural Networks, TensorFlow, Scikit-learn","TensorFlow, Reinforcement Learning, Computer Vision, Machine Learning, Deep Learning, NLP",0.89,1
U00027,J00027,AI Engineer,Amazon,"Machine Learning, NLP, CUDA, BERT","NLP, OpenCV, BERT, Machine Learning",0.63,0
U00028,J00028,AI Engineer,Amazon,"TensorFlow, LLMs, Machine Learning, Computer Vision, GPT, NLP","Machine Learning, Hugging Face, Python, Computer Vision, Transformers, NLP",0.64,0
U00029,J00029,AI Engineer,Accenture,"Reinforcement Learning, MLOps, Transformers, OpenCV, Python","Keras, NLP, Hugging Face, TensorFlow",0.55,0
U00030,J00030,AI Engineer,Amazon,"OpenCV, BERT, MLOps, Deep Learning, Transformers","Keras, TensorFlow, BERT, Python, Computer Vision",0.68,0
U00031,J00031,AI Engineer,Microsoft,"Hugging Face, OpenCV, Deep Learning, Scikit-learn, MLOps","OpenCV, Transformers, Scikit-learn, Neural Networks, Computer Vision, LLMs, Hugging Face",0.97,1
U00032,J00032,AI Engineer,Infosys,"Transformers, Model Deployment, Python, Scikit-learn, MLOps","BERT, CUDA, OpenCV, GPT, MLOps",0.72,1
U00033,J00033,AI Engineer,Zoho,"NLP, PyTorch, Scikit-learn, MLOps, OpenCV, TensorFlow","Scikit-learn, Machine Learning, Computer Vision, Neural Networks, Python",0.52,0
U00034,J00034,AI Engineer,Amazon,"GPT, BERT, Computer Vision","LLMs, Transformers, Machine Learning, Neural Networks, Python, GPT, CUDA",0.93,1
U00035,J00035,AI Engineer,Zoho,"Machine Learning, NLP, MLOps, GPT, TensorFlow, Keras","Deep Learning, GPT, Neural Networks, CUDA, OpenCV",0.98,1
U00036,J00036,AI Engineer,TCS,"Model Deployment, GPT, NLP, LLMs, CUDA, Neural Networks","Keras, MLOps, LLMs, Machine Learning, Hugging Face",0.72,1
U00037,J00037,AI Engineer,Accenture,"Keras, OpenCV, CUDA, PyTorch","Neural Networks, Machine Learning, Transformers, Hugging Face, Computer Vision",0.53,0
U00038,J00038,AI Engineer,Accenture,"Model Deployment, GPT, BERT, TensorFlow, Computer Vision","Transformers, CUDA, Python, Hugging Face, LLMs, Model Deployment, NLP",0.65,0
U00039,J00039,AI Engineer,Microsoft,"Model Deployment, Hugging Face, Machine Learning, LLMs, CUDA, Neural Networks","LLMs, Python, Transformers, OpenCV, Model Deployment, Reinforcement Learning, PyTorch",0.92,1
U00040,J00040,AI Engineer,Accenture,"Transformers, CUDA, Python","BERT, Neural Networks, GPT, NLP",0.53,0
U00041,J00041,AI Engineer,Wipro,"Computer Vision, GPT, OpenCV, Model Deployment, Transformers","BERT, Keras, PyTorch, LLMs, Python, Reinforcement Learning",0.77,1
U00042,J00042,AI Engineer,Swiggy,"PyTorch, TensorFlow, Python, Machine Learning","Python, Neural Networks, Machine Learning, CUDA, LLMs",0.83,1
U00043,J00043,AI Engineer,Swiggy,"GPT, Keras, Reinforcement Learning, NLP","NLP, Scikit-learn, Deep Learning, Python",0.96,1
U00044,J00044,AI Engineer,Razorpay,"Transformers, Computer Vision, PyTorch, Machine Learning, Deep Learning, Reinforcement Learning","Hugging Face, Deep Learning, TensorFlow, Reinforcement Learning, BERT, OpenCV",0.69,0
U00045,J00045,AI Engineer,Razorpay,"Python, BERT, LLMs, Deep Learning, CUDA","GPT, Neural Networks, BERT, NLP, Keras, Scikit-learn",0.9,1
U00046,J00046,AI Engineer,Accenture,"GPT, BERT, Keras, OpenCV, Machine Learning, CUDA","Keras, GPT, Machine Learning, CUDA",0.78,1
U00047,J00047,AI Engineer,Razorpay,"Python, LLMs, OpenCV, NLP, CUDA","Reinforcement Learning, Keras, OpenCV, CUDA, MLOps",0.78,1
U00048,J00048,AI Engineer,Accenture,"PyTorch, Machine Learning, BERT, LLMs","LLMs, Hugging Face, GPT, Python, PyTorch",0.65,0
U00049,J00049,AI Engineer,Infosys,"Scikit-learn, CUDA, Reinforcement Learning, LLMs","BERT, Model Deployment, OpenCV, Reinforcement Learning, GPT, Neural Networks",0.65,0
U00050,J00050,AI Engineer,Infosys,"Computer Vision, OpenCV, Deep Learning","Computer Vision, Hugging Face, LLMs, Keras, Scikit-learn",0.99,1
U00051,J00051,AI Engineer,Zoho,"Machine Learning, Reinforcement Learning, NLP, Scikit-learn, Python","Keras, TensorFlow, CUDA, Scikit-learn, Neural Networks",0.82,1
U00052,J00052,AI Engineer,Amazon,"Python, CUDA, Scikit-learn","LLMs, GPT, OpenCV, NLP, TensorFlow, Neural Networks, BERT",0.74,1
U00053,J00053,AI Engineer,Zoho,"LLMs, PyTorch, TensorFlow, Neural Networks, MLOps, Transformers","PyTorch, Machine Learning, Deep Learning, BERT, CUDA, Transformers",0.76,1
U00054,J00054,AI Engineer,Microsoft,"Scikit-learn, CUDA, BERT, Hugging Face, TensorFlow, MLOps","Computer Vision, Hugging Face, Keras, PyTorch",0.58,0
U00055,J00055,AI Engineer,Zoho,"NLP, Python, BERT","Hugging Face, LLMs, Scikit-learn, TensorFlow, Machine Learning, Neural Networks, Reinforcement Learning",0.64,0
U00056,J00056,AI Engineer,Microsoft,"Machine Learning, Keras, Computer Vision","Deep Learning, Model Deployment, Machine Learning, Neural Networks, Keras, BERT, PyTorch",0.54,0
U00057,J00057,AI Engineer,Accenture,"Hugging Face, CUDA, Scikit-learn, GPT, Deep Learning","Scikit-learn, Transformers, Keras, MLOps, LLMs, Machine Learning, TensorFlow",0.8,1
U00058,J00058,AI Engineer,Zoho,"Hugging Face, Keras, Python, PyTorch, Machine Learning","Keras, CUDA, TensorFlow, NLP",0.74,1
U00059,J00059,AI Engineer,Zoho,"NLP, CUDA, BERT, LLMs, PyTorch","Reinforcement Learning, BERT, OpenCV, Model Deployment, Deep Learning, CUDA, PyTorch",0.66,0
U00060,J00060,AI Engineer,Zoho,"Transformers, Model Deployment, TensorFlow, GPT, PyTorch","Keras, OpenCV, Deep Learning, Transformers, Python, CUDA",0.93,1
U00061,J00061,AI Engineer,Google,"TensorFlow, Computer Vision, MLOps, Reinforcement Learning, LLMs, OpenCV","TensorFlow, Computer Vision, Keras, Neural Networks, Scikit-learn, Machine Learning, Reinforcement Learning",0.74,1
U00062,J00062,AI Engineer,TCS,"NLP, Scikit-learn, Model Deployment, Python","PyTorch, Machine Learning, Deep Learning, GPT, Model Deployment, OpenCV, BERT",0.58,0
U00063,J00063,AI Engineer,Accenture,"BERT, LLMs, CUDA, Machine Learning, GPT","Transformers, Computer Vision, MLOps, Neural Networks, PyTorch",0.64,0
U00064,J00064,AI Engineer,Accenture,"MLOps, Keras, Python, Scikit-learn, Hugging Face","Neural Networks, GPT, Model Deployment, LLMs, Reinforcement Learning, NLP, Keras",0.88,1
U00065,J00065,AI Engineer,Microsoft,"OpenCV, Computer Vision, Machine Learning, Transformers, Model Deployment, BERT","TensorFlow, OpenCV, LLMs, Transformers, MLOps, CUDA, Model Deployment",0.91,1
U00066,J00066,AI Engineer,Microsoft,"TensorFlow, Neural Networks, MLOps, OpenCV, Deep Learning, BERT","Deep Learning, MLOps, GPT, Python, Neural Networks, Computer Vision, BERT",0.83,1
U00067,J00067,AI Engineer,Zoho,"LLMs, Keras, OpenCV","PyTorch, OpenCV, Model Deployment, Transformers, CUDA, LLMs, Reinforcement Learning",0.94,1
U00068,J00068,AI Engineer,TCS,"Hugging Face, PyTorch, Machine Learning","Machine Learning, PyTorch, BERT, Deep Learning, MLOps, Hugging Face",0.58,0
U00069,J00069,AI Engineer,Microsoft,"TensorFlow, OpenCV, Hugging Face","Reinforcement Learning, Hugging Face, BERT, Neural Networks, Machine Learning, Keras",0.71,1
U00070,J00070,AI Engineer,Zoho,"NLP, PyTorch, Transformers, Machine Learning","CUDA, Neural Networks, Machine Learning, GPT, Keras, Model Deployment, Hugging Face",0.83,1
U00071,J00071,AI Engineer,Amazon,"Model Deployment, NLP, PyTorch, GPT, Reinforcement Learning","BERT, Keras, GPT, Scikit-learn, Computer Vision, LLMs",0.93,1
U00072,J00072,AI Engineer,Zoho,"Transformers, CUDA, Reinforcement Learning, Scikit-learn","Python, Transformers, Keras, Hugging Face, TensorFlow, GPT",0.8,1
U00073,J00073,AI Engineer,Microsoft,"Machine Learning, Reinforcement Learning, Hugging Face, Computer Vision, Keras","Deep Learning, TensorFlow, Scikit-learn, GPT, CUDA",0.79,1
U00074,J00074,AI Engineer,TCS,"Scikit-learn, OpenCV, BERT","Computer Vision, Neural Networks, Model Deployment, Reinforcement Learning, Keras",0.92,1
U00075,J00075,AI Engineer,Razorpay,"Scikit-learn, OpenCV, Deep Learning, GPT, PyTorch, LLMs","Transformers, Model Deployment, Reinforcement Learning, PyTorch, Hugging Face",0.51,0
U00076,J00076,AI Engineer,Swiggy,"GPT, Reinforcement Learning, Keras","Reinforcement Learning, Deep Learning, Machine Learning, LLMs, Python, Scikit-learn, Keras",0.66,0
U00077,J00077,AI Engineer,Amazon,"PyTorch, GPT, Scikit-learn, BERT","Neural Networks, TensorFlow, CUDA, Scikit-learn",1.0,1
U00078,J00078,AI Engineer,Zoho,"Machine Learning, Model Deployment, Neural Networks","GPT, Reinforcement Learning, Model Deployment, BERT, Neural Networks, Hugging Face, Computer Vision",0.83,1
U00079,J00079,AI Engineer,Infosys,"Keras, TensorFlow, Reinforcement Learning, Computer Vision, GPT, Machine Learning","Reinforcement Learning, Deep Learning, Hugging Face, Model Deployment, TensorFlow",0.7,0
U00080,J00080,AI Engineer,Infosys,"GPT, PyTorch, Computer Vision","TensorFlow, OpenCV, Machine Learning, Neural Networks",0.89,1
U00081,J00081,AI Engineer,Razorpay,"Model Deployment, Computer Vision, CUDA","OpenCV, Neural Networks, Python, Keras, CUDA",0.99,1
U00082,J00082,AI Engineer,Accenture,"NLP, Deep Learning, Python, Neural Networks, Model Deployment","Machine Learning, CUDA, OpenCV, Python, NLP, Neural Networks",0.53,0
U00083,J00083,AI Engineer,Razorpay,"PyTorch, LLMs, GPT","MLOps, CUDA, Deep Learning, GPT, Machine Learning, Scikit-learn",0.52,0
U00084,J00084,AI Engineer,Microsoft,"GPT, Python, TensorFlow, LLMs, Transformers","Deep Learning, LLMs, GPT, PyTorch, MLOps, NLP, Scikit-learn",0.57,0
U00085,J00085,AI Engineer,Razorpay,"Hugging Face, CUDA, Model Deployment, OpenCV, Transformers","GPT, MLOps, BERT, Deep Learning, CUDA, Model Deployment",0.83,1
U00086,J00086,AI Engineer,TCS,"BERT, GPT, Machine Learning, Hugging Face","GPT, Transformers, BERT, Deep Learning, OpenCV, Computer Vision",0.66,0
U00087,J00087,AI Engineer,Swiggy,"Neural Networks, LLMs, PyTorch, Model Deployment, MLOps","BERT, Deep Learning, Reinforcement Learning, Neural Networks",0.78,1
U00088,J00088,AI Engineer,Infosys,"Deep Learning, BERT, Reinforcement Learning, CUDA, TensorFlow","Hugging Face, Scikit-learn, Reinforcement Learning, Deep Learning, Computer Vision, PyTorch",0.83,1
U00089,J00089,AI Engineer,Swiggy,"Reinforcement Learning, Model Deployment, Hugging Face","Keras, CUDA, Machine Learning, BERT",0.92,1
U00090,J00090,AI Engineer,Microsoft,"Hugging Face, Keras, Python","Keras, Scikit-learn, OpenCV, Reinforcement Learning, Python",0.59,0
U00091,J00091,AI Engineer,Swiggy,"PyTorch, Neural Networks, Python, Hugging Face, Computer Vision, LLMs","GPT, OpenCV, NLP, Reinforcement Learning, Scikit-learn, MLOps, Model Deployment",0.89,1
U00092,J00092,AI Engineer,Zoho,"TensorFlow, Neural Networks, NLP","PyTorch, Keras, GPT, BERT",0.74,1
U00093,J00093,AI Engineer,Google,"Keras, Computer Vision, MLOps, Deep Learning, Reinforcement Learning, CUDA","Scikit-learn, CUDA, LLMs, MLOps",0.83,1
U00094,J00094,AI Engineer,Accenture,"Transformers, TensorFlow, Python, Computer Vision","Computer Vision, Neural Networks, Keras, Scikit-learn, OpenCV, TensorFlow",0.5,0
U00095,J00095,AI Engineer,Wipro,"Neural Networks, Transformers, Model Deployment, Machine Learning","PyTorch, Transformers, TensorFlow, BERT, Python, Machine Learning",0.96,1
U00096,J00096,AI Engineer,Amazon,"CUDA, Transformers, BERT, Scikit-learn, Deep Learning, Computer Vision","OpenCV, NLP, GPT, Reinforcement Learning",0.54,0
U00097,J00097,AI Engineer,Microsoft,"BERT, CUDA, Transformers, MLOps","Transformers, Scikit-learn, OpenCV, Machine Learning",0.67,0
U00098,J00098,AI Engineer,Infosys,"MLOps, Deep Learning, Hugging Face","Reinforcement Learning, Hugging Face, Neural Networks, Machine Learning, Deep Learning",0.57,0
U00099,J00099,AI Engineer,Zoho,"Hugging Face, Neural Networks, PyTorch, NLP","GPT, CUDA, Hugging Face, OpenCV, MLOps, PyTorch, Machine Learning",0.53,0
U00100,J00100,AI Engineer,Amazon,"Keras, CUDA, TensorFlow, Reinforcement Learning, PyTorch","GPT, Hugging Face, TensorFlow, Model Deployment, Reinforcement Learning, BERT",0.64,0
U00101,J00101,AI Engineer,Wipro,"GPT, CUDA, Model Deployment, TensorFlow, Hugging Face, LLMs","OpenCV, LLMs, MLOps, Neural Networks, TensorFlow",0.73,1
U00102,J00102,AI Engineer,TCS,"MLOps, NLP, TensorFlow","GPT, Hugging Face, MLOps, Model Deployment, NLP",0.68,0
U00103,J00103,AI Engineer,Swiggy,"BERT, OpenCV, TensorFlow, CUDA, PyTorch, NLP","Model Deployment, Transformers, Scikit-learn, Keras",0.86,1
U00104,J00104,AI Engineer,Microsoft,"OpenCV, PyTorch, Neural Networks, Reinforcement Learning","Transformers, Neural Networks, PyTorch, Scikit-learn, Hugging Face, OpenCV",0.9,1
U00105,J00105,AI Engineer,Zoho,"BERT, MLOps, Reinforcement Learning","Reinforcement Learning, Scikit-learn, NLP, Computer Vision",0.67,0
U00106,J00106,AI Engineer,Swiggy,"Machine Learning, Neural Networks, CUDA, PyTorch","Deep Learning, MLOps, Model Deployment, CUDA, TensorFlow, OpenCV",0.67,0
U00107,J00107,AI Engineer,Infosys,"Hugging Face, Transformers, Neural Networks, NLP","Hugging Face, NLP, GPT, TensorFlow, BERT",0.68,0
U00108,J00108,AI Engineer,Accenture,"Hugging Face, Scikit-learn, GPT, Machine Learning, MLOps, Neural Networks","Computer Vision, Reinforcement Learning, GPT, Model Deployment, Scikit-learn, Transformers, Hugging Face",0.75,1
U00109,J00109,AI Engineer,TCS,"Computer Vision, Neural Networks, Keras, TensorFlow","Reinforcement Learning, Model Deployment, Deep Learning, MLOps, CUDA, Neural Networks, TensorFlow",0.88,1
U00110,J00110,AI Engineer,Amazon,"MLOps, Neural Networks, BERT, PyTorch, Machine Learning, Model Deployment","Reinforcement Learning, Python, BERT, TensorFlow, Transformers, Keras, NLP",0.62,0
U00111,J00111,AI Engineer,Zoho,"Machine Learning, Python, OpenCV, Deep Learning, Model Deployment","Neural Networks, TensorFlow, Scikit-learn, LLMs, Hugging Face",0.88,1
U00112,J00112,AI Engineer,Amazon,"Hugging Face, Python, PyTorch, CUDA, Keras, Deep Learning","Model Deployment, MLOps, BERT, Deep Learning, Scikit-learn",0.62,0
U00113,J00113,AI Engineer,Swiggy,"Machine Learning, BERT, GPT","Deep Learning, LLMs, Model Deployment, Python",0.82,1
U00114,J00114,AI Engineer,Amazon,"Neural Networks, Scikit-learn, BERT, Python","Machine Learning, CUDA, BERT, NLP, PyTorch, Keras",0.99,1
U00115,J00115,AI Engineer,Amazon,"Transformers, LLMs, TensorFlow","Reinforcement Learning, Keras, Python, Hugging Face, PyTorch, NLP, Deep Learning",0.87,1
U00116,J00116,AI Engineer,Infosys,"Neural Networks, TensorFlow, Reinforcement Learning, OpenCV, NLP","LLMs, NLP, Neural Networks, PyTorch, GPT, Python, Model Deployment",0.6,0
U00117,J00117,AI Engineer,Google,"OpenCV, Scikit-learn, MLOps","Model Deployment, LLMs, Keras, TensorFlow, Computer Vision, Neural Networks, NLP",0.93,1
U00118,J00118,AI Engineer,Amazon,"Keras, Deep Learning, Reinforcement Learning, BERT, Transformers","Transformers, OpenCV, NLP, LLMs, MLOps, Model Deployment, Hugging Face",0.76,1
U00119,J00119,AI Engineer,Accenture,"PyTorch, BERT, NLP, Scikit-learn, OpenCV, TensorFlow","OpenCV, Scikit-learn, CUDA, GPT",0.8,1
U00120,J00120,AI Engineer,Wipro,"GPT, Reinforcement Learning, Hugging Face, TensorFlow","Hugging Face, BERT, Keras, TensorFlow, PyTorch, OpenCV",0.82,1
U00121,J00121,AI Engineer,Google,"Python, Neural Networks, GPT, TensorFlow","PyTorch, Machine Learning, Reinforcement Learning, Model Deployment, Transformers",0.97,1
U00122,J00122,AI Engineer,TCS,"GPT, Reinforcement Learning, CUDA, Hugging Face","CUDA, Neural Networks, MLOps, Reinforcement Learning",0.7,0
U00123,J00123,AI Engineer,Zoho,"Deep Learning, Python, NLP, LLMs","Model Deployment, Deep Learning, Keras, Hugging Face, GPT, CUDA, Scikit-learn",0.64,0
U00124,J00124,AI Engineer,TCS,"Deep Learning, Neural Networks, PyTorch, GPT","GPT, PyTorch, OpenCV, Reinforcement Learning, CUDA",0.77,1
U00125,J00125,AI Engineer,Razorpay,"NLP, Hugging Face, Reinforcement Learning, MLOps, Machine Learning","Computer Vision, Neural Networks, Machine Learning, LLMs",0.51,0
U00126,J00126,AI Engineer,Microsoft,"GPT, Model Deployment, Neural Networks, PyTorch, MLOps","Transformers, LLMs, MLOps, BERT, Model Deployment, CUDA",0.79,1
U00127,J00127,AI Engineer,Google,"PyTorch, GPT, CUDA, MLOps, Reinforcement Learning","Model Deployment, CUDA, NLP, Neural Networks, BERT",0.75,1
U00128,J00128,AI Engineer,TCS,"MLOps, Neural Networks, Scikit-learn","NLP, OpenCV, Machine Learning, Reinforcement Learning, Scikit-learn",0.92,1
U00129,J00129,AI Engineer,Swiggy,"Model Deployment, Keras, Neural Networks, Scikit-learn","MLOps, NLP, Neural Networks, CUDA",0.83,1
U00130,J00130,AI Engineer,TCS,"CUDA, TensorFlow, Python, PyTorch, Hugging Face","Computer Vision, CUDA, BERT, Python, LLMs, GPT",0.81,1
U00131,J00131,AI Engineer,Infosys,"LLMs, Machine Learning, Transformers, Scikit-learn, GPT","TensorFlow, NLP, GPT, BERT",0.74,1
U00132,J00132,AI Engineer,Zoho,"Hugging Face, Neural Networks, OpenCV, Model Deployment, Reinforcement Learning","Neural Networks, Reinforcement Learning, MLOps, Deep Learning, OpenCV, Model Deployment, Machine Learning",0.56,0
U00133,J00133,AI Engineer,Infosys,"Neural Networks, Deep Learning, TensorFlow, Scikit-learn","Hugging Face, BERT, Machine Learning, NLP, OpenCV, GPT, Scikit-learn",0.86,1
U00134,J00134,AI Engineer,Wipro,"LLMs, MLOps, GPT, Hugging Face","LLMs, Python, PyTorch, Transformers, GPT, Deep Learning",0.61,0
U00135,J00135,AI Engineer,Accenture,"TensorFlow, Scikit-learn, LLMs","Scikit-learn, Model Deployment, Python, Deep Learning, BERT, PyTorch, Neural Networks",0.86,1
U00136,J00136,AI Engineer,Swiggy,"TensorFlow, Transformers, Hugging Face, Computer Vision, Reinforcement Learning","PyTorch, Transformers, MLOps, GPT, Keras, BERT",0.99,1
U00137,J00137,AI Engineer,Razorpay,"Neural Networks, Deep Learning, Transformers","OpenCV, Model Deployment, Reinforcement Learning, Neural Networks, Computer Vision, Scikit-learn",0.75,1
U00138,J00138,AI Engineer,Wipro,"TensorFlow, Hugging Face, Neural Networks","LLMs, MLOps, GPT, Neural Networks, CUDA, NLP",0.97,1
U00139,J00139,AI Engineer,Accenture,"Transformers, Scikit-learn, OpenCV, MLOps","CUDA, Scikit-learn, LLMs, Python, Reinforcement Learning, NLP, OpenCV",0.55,0
U00140,J00140,AI Engineer,Amazon,"Python, LLMs, Keras, Machine Learning, TensorFlow","NLP, MLOps, Transformers, Neural Networks, Machine Learning, Python, Scikit-learn",0.97,1
U00141,J00141,AI Engineer,Google,"Python, GPT, OpenCV, BERT","BERT, Computer Vision, Hugging Face, MLOps, LLMs",0.94,1
U00142,J00142,AI Engineer,Wipro,"MLOps, Computer Vision, Model Deployment, OpenCV","MLOps, Transformers, OpenCV, NLP, GPT, LLMs, Keras",0.67,0
U00143,J00143,AI Engineer,Razorpay,"Hugging Face, LLMs, Computer Vision, Machine Learning, Keras","Machine Learning, Scikit-learn, CUDA, Computer Vision, LLMs, NLP",0.74,1
U00144,J00144,AI Engineer,TCS,"Scikit-learn, Deep Learning, Model Deployment, Transformers, MLOps","Neural Networks, Scikit-learn, TensorFlow, CUDA, PyTorch, NLP",0.96,1
U00145,J00145,AI Engineer,Razorpay,"Computer Vision, Hugging Face, Model Deployment, Keras, MLOps, PyTorch","Hugging Face, CUDA, Machine Learning, Model Deployment",0.53,0
U00146,J00146,AI Engineer,Zoho,"Machine Learning, TensorFlow, Deep Learning, BERT","LLMs, Deep Learning, Neural Networks, Python, NLP, Computer Vision",0.83,1
U00147,J00147,AI Engineer,Microsoft,"Computer Vision, Scikit-learn, OpenCV, CUDA, TensorFlow, GPT","CUDA, Machine Learning, Model Deployment, TensorFlow",0.96,1
U00148,J00148,AI Engineer,Razorpay,"NLP, TensorFlow, Transformers, LLMs, Hugging Face, GPT","TensorFlow, Python, Scikit-learn, Deep Learning, OpenCV, Neural Networks",0.73,1
U00149,J00149,AI Engineer,Google,"Neural Networks, MLOps, GPT, Keras, Computer Vision, Transformers","OpenCV, NLP, GPT, Keras",0.86,1
U00150,J00150,AI Engineer,Infosys,"Scikit-learn, CUDA, Computer Vision, NLP, Transformers","MLOps, OpenCV, PyTorch, Transformers, Deep Learning, Model Deployment, GPT",0.74,1
U00151,J00151,AI Engineer,Google,"Keras, Transformers, Machine Learning","Keras, OpenCV, Scikit-learn, Python, Hugging Face, CUDA, NLP",0.85,1
U00152,J00152,AI Engineer,Microsoft,"GPT, Scikit-learn, NLP","MLOps, Scikit-learn, Deep Learning, CUDA, Reinforcement Learning, Hugging Face, Model Deployment",0.61,0
U00153,J00153,AI Engineer,Swiggy,"Neural Networks, GPT, Reinforcement Learning, BERT, LLMs, Transformers","Machine Learning, PyTorch, MLOps, GPT, Reinforcement Learning",0.54,0
U00154,J00154,AI Engineer,Zoho,"TensorFlow, Model Deployment, MLOps","CUDA, Model Deployment, Neural Networks, NLP, OpenCV",0.93,1
U00155,J00155,AI Engineer,Accenture,"Computer Vision, CUDA, LLMs","MLOps, GPT, TensorFlow, CUDA",0.57,0
U00156,J00156,AI Engineer,Google,"CUDA, TensorFlow, Model Deployment, GPT, Scikit-learn, Reinforcement Learning","Transformers, Keras, Python, Computer Vision",0.79,1
U00157,J00157,AI Engineer,Accenture,"Reinforcement Learning, PyTorch, Model Deployment, TensorFlow, CUDA, GPT","TensorFlow, Scikit-learn, BERT, NLP, Neural Networks, Transformers, OpenCV",0.99,1
U00158,J00158,AI Engineer,Infosys,"Transformers, GPT, Hugging Face, Model Deployment, PyTorch","Reinforcement Learning, Deep Learning, NLP, Transformers, Neural Networks",0.86,1
U00159,J00159,AI Engineer,Amazon,"Python, Scikit-learn, GPT","Model Deployment, Transformers, Machine Learning, Hugging Face, GPT, NLP, PyTorch",0.64,0
U00160,J00160,AI Engineer,Google,"BERT, Python, Machine Learning","PyTorch, Deep Learning, TensorFlow, GPT, Model Deployment",0.62,0
