User_ID,Job_ID,Job_Role,Company,User_Skills,Job_Requirements,Match_Score,Recommended
35.0,242.0,ML Engineer,Wipro,"AI, HTML, C++, Python","Java, Machine Learning",0.3864231735570276,0
36.0,224.0,ML Engineer,Accenture,"AI, Data Science, SQL","CSS, AI, HTML, Data Science",0.554249948477468,0
37.0,472.0,Data Scientist,Meta,"JavaScript, Java","Data Science, AI",0.3207846249665066,0
38.0,399.0,UI Developer,Wipro,"HTML, Java, SQL, CSS, JavaScript","C++, HTML",0.6981532016717986,0
39.0,215.0,Data Scientist,CodeCraft Labs,"Python, JavaScript, CSS","Java, CSS, Machine Learning, Python, JavaScript",0.0629089777791493,0
40.0,262.0,Frontend Developer,DataNest AI,"Data Science, Java","HTML, SQL",0.3293582860241999,0
41.0,304.0,AI Engineer,Wipro,"Machine Learning, Java, SQL, CSS","C++, JavaScript, Machine Learning, HTML, CSS",0.1888889129865755,0
42.0,340.0,Data Scientist,Google,"CSS, SQL, Data Science, Java, HTML","Machine Learning, AI, SQL, CSS",0.1459197718494448,0
43.0,465.0,Frontend Developer,Infosys,"AI, JavaScript, Python, CSS, C++","Data Science, C++, HTML, JavaScript, Python",0.1964233868180077,0
44.0,43.0,Data Scientist,Infosys,"Java, Python, CSS, SQL","HTML, C++, JavaScript, Machine Learning",0.831134677922029,1
45.0,423.0,UI Developer,DataNest AI,"C++, Machine Learning, AI","SQL, HTML, CSS",0.3455198101116464,0
46.0,163.0,ML Engineer,TechNova Solutions,"SQL, JavaScript, Data Science","C++, JavaScript, AI, CSS",0.4626898674964513,0
47.0,361.0,Java Developer,Infosys,"C++, HTML, Data Science","Java, SQL",0.3987346903485932,0
48.0,176.0,Frontend Developer,TCS,"C++, CSS, HTML, Machine Learning","JavaScript, HTML, C++, Data Science",0.6129954953765889,0
49.0,124.0,React Developer,TechNova Solutions,"Data Science, Python, C++, Java, Machine Learning","Java, JavaScript",0.5438041007049859,0
50.0,479.0,AI Engineer,Microsoft,"SQL, C++","Python, CSS, C++, Machine Learning",0.781008868933109,0
51.0,9.0,Data Scientist,Accenture,"SQL, HTML","SQL, CSS, Machine Learning, Data Science, AI",0.9926634312264968,1
52.0,322.0,Frontend Developer,Google,"Java, AI, C++","Data Science, JavaScript, HTML, Python",0.7868046346994725,0
53.0,453.0,Data Scientist,TCS,"AI, CSS, Machine Learning, C++, SQL","SQL, JavaScript, Data Science, C++, Machine Learning",0.7718513127286151,0
54.0,352.0,Data Scientist,CodeCraft Labs,"Java, SQL, C++, AI","JavaScript, AI, Data Science, Machine Learning, C++",0.0441018711697113,0
55.0,419.0,React Developer,DataNest AI,"AI, CSS, HTML","Java, C++, CSS, Data Science, Python",0.030939631265388,0
56.0,105.0,Data Scientist,IBM,"AI, Data Science, HTML, JavaScript","HTML, SQL, Machine Learning, Java, AI",0.244000322388201,0
57.0,3.0,React Developer,Meta,"C++, CSS, Java, Data Science","JavaScript, HTML, Data Science",0.4558841849804068,0
58.0,473.0,ML Engineer,Google,"Machine Learning, AI, C++","AI, Machine Learning, SQL",0.0043839421074891,0
59.0,497.0,ML Engineer,Wipro,"JavaScript, Python","AI, Python, Java",0.968007069507498,1
60.0,460.0,Frontend Developer,Microsoft,"SQL, JavaScript, Data Science","Data Science, CSS, Java",0.0571775260100294,0
61.0,61.0,Frontend Developer,Oracle,"SQL, Machine Learning, Java","SQL, JavaScript",0.9052742226960482,1
62.0,292.0,Data Scientist,TechNova Solutions,"C++, SQL, JavaScript, Python","AI, Machine Learning",0.3588799887312516,0
63.0,218.0,ML Engineer,DataNest AI,"Java, HTML, CSS, JavaScript, AI","Python, SQL, AI",0.6128704151807511,0
64.0,270.0,Data Scientist,CodeCraft Labs,"SQL, CSS, Python, JavaScript, Machine Learning","Machine Learning, SQL, Python, CSS",0.2977449760816184,0
65.0,5.0,AI Engineer,Oracle,"Data Science, Python","Machine Learning, JavaScript, Data Science",0.8974951002028512,1
66.0,298.0,Frontend Developer,Oracle,"CSS, AI, C++","CSS, Java, JavaScript",0.1974815440752249,0
67.0,140.0,Business Analyst,Oracle,"SQL, AI","SQL, Data Science",0.6176148806350673,0
68.0,466.0,ML Engineer,CodeCraft Labs,"Data Science, Python, CSS","Java, AI, C++, JavaScript",0.5545146375107243,0
69.0,264.0,Data Scientist,CodeCraft Labs,"C++, AI, Python","JavaScript, Java, AI, CSS, Data Science",0.2594496809321255,0
70.0,419.0,React Developer,Meta,"Java, AI, SQL, Machine Learning, HTML","JavaScript, SQL, Data Science",0.6303461643257333,0
71.0,401.0,ML Engineer,Microsoft,"Data Science, Java, Python","Java, SQL, Data Science, Python, Machine Learning",0.7606723355495593,0
72.0,24.0,React Developer,CodeCraft Labs,"Java, Data Science","CSS, HTML, Data Science",0.8161472182848567,1
73.0,48.0,React Developer,Microsoft,"AI, C++, Python, Data Science","CSS, JavaScript, Data Science",0.6132857111999137,0
74.0,215.0,ML Engineer,Wipro,"Data Science, Python, HTML, CSS, SQL","C++, AI",0.175350517395327,0
75.0,232.0,Data Scientist,Wipro,"Machine Learning, AI, SQL, C++, Java","Machine Learning, C++, SQL, HTML, JavaScript",0.4879930021819038,0
76.0,167.0,Data Scientist,TCS,"HTML, C++, Java, JavaScript","JavaScript, Python, Data Science, AI, SQL",0.4680340755660841,0
77.0,136.0,AI Engineer,DataNest AI,"Machine Learning, AI","C++, AI, Python, Data Science, SQL",0.0173006947497768,0
78.0,465.0,AI Engineer,Microsoft,"AI, Java, JavaScript, CSS","Python, AI, CSS",0.2641693165374243,0
79.0,496.0,ML Engineer,Microsoft,"CSS, JavaScript, Machine Learning, Data Science","CSS, HTML, SQL, Java, Machine Learning",0.5186744952609409,0
80.0,224.0,React Developer,Oracle,"JavaScript, SQL","HTML, SQL, CSS",0.1204439275341946,0
81.0,319.0,Data Scientist,Microsoft,"SQL, Machine Learning","Java, Machine Learning, SQL, JavaScript",0.3039061897573976,0
82.0,327.0,Data Scientist,TCS,"SQL, Machine Learning, HTML","Machine Learning, Data Science",0.5754246941179456,0
83.0,15.0,AI Engineer,TCS,"JavaScript, HTML, Data Science","CSS, Machine Learning, Java, SQL",0.0928461043577507,0
84.0,107.0,ML Engineer,IBM,"Machine Learning, SQL, AI, Java","Python, Machine Learning, JavaScript",0.5575416392209439,0
85.0,149.0,ML Engineer,Infosys,"JavaScript, CSS","JavaScript, AI, Machine Learning",0.4259302396282577,0
86.0,373.0,UI Developer,IBM,"Java, JavaScript, AI, SQL","CSS, Python, Data Science, JavaScript",0.4561699339186522,0
87.0,426.0,AI Engineer,Microsoft,"CSS, Data Science, SQL, Machine Learning","C++, Python, AI, Machine Learning, HTML",0.3851154697512898,0
88.0,254.0,Data Scientist,CodeCraft Labs,"JavaScript, Machine Learning","JavaScript, Data Science, AI, Machine Learning, C++",0.4530971613610387,0
89.0,337.0,AI Engineer,Meta,"AI, JavaScript, CSS, Java","HTML, CSS, Machine Learning",0.8873438929130227,1
90.0,47.0,Data Scientist,TechNova Solutions,"AI, Java, Python","CSS, Machine Learning, AI",0.2555149228438846,0
91.0,358.0,Data Scientist,Infosys,"AI, Machine Learning, Python","JavaScript, AI, Data Science, CSS, Machine Learning",0.889775883693672,1
92.0,67.0,React Developer,CodeCraft Labs,"AI, JavaScript","Java, HTML, CSS, JavaScript, C++",0.7628503609006684,0
93.0,120.0,Data Scientist,DataNest AI,"C++, Machine Learning, CSS, SQL, JavaScript","CSS, Machine Learning, Python, JavaScript, C++",0.0603602359858886,0
94.0,18.0,AI Engineer,IBM,"Java, SQL, JavaScript, CSS, C++","Python, AI, Data Science, JavaScript",0.9284560524872412,1
95.0,397.0,ML Engineer,Microsoft,"CSS, JavaScript, Machine Learning, SQL, HTML","AI, SQL, HTML, JavaScript",0.1855870712921346,0
96.0,215.0,ML Engineer,CodeCraft Labs,"JavaScript, Data Science, Java, Machine Learning, Python","Data Science, C++, Machine Learning, Java",0.1019418611739103,0
97.0,197.0,React Developer,Amazon,"HTML, Data Science, Python, C++","Python, Data Science, JavaScript, CSS, HTML",0.4598311201738042,0
98.0,393.0,AI Engineer,Amazon,"JavaScript, HTML, AI","HTML, Machine Learning, Java, Python",0.8366375664060073,1
99.0,357.0,UI Developer,TechNova Solutions,"CSS, AI, C++, SQL","JavaScript, Data Science, C++, Python",0.2379379419221859,0
100.0,308.0,Data Scientist,TCS,"AI, CSS","SQL, Machine Learning, Java, Data Science",0.074673181500227,0
101.0,286.0,C++ Developer,TechNova Solutions,"SQL, AI, Machine Learning, CSS","Data Science, C++, Python",0.4378009256874371,0
102.0,28.0,Frontend Developer,Wipro,"CSS, JavaScript, Java, HTML, Python","Python, HTML",0.2757119157930079,0
103.0,134.0,Data Scientist,Meta,"SQL, Python, C++, Machine Learning, HTML","Python, CSS, Machine Learning, Data Science",0.0598659227692247,0
104.0,107.0,ML Engineer,Accenture,"CSS, Data Science","Data Science, AI, CSS",0.7296103591599518,0
105.0,453.0,Data Scientist,Infosys,"HTML, AI, Python, C++, CSS","AI, Java",0.343623582741741,0
106.0,489.0,ML Engineer,Microsoft,"AI, JavaScript","HTML, AI",0.0588767978849102,0
107.0,458.0,Frontend Developer,CodeCraft Labs,"Python, AI, Data Science, CSS","Data Science, JavaScript",0.6427418586778214,0
108.0,388.0,AI Engineer,TCS,"Java, Machine Learning, AI, Python","C++, CSS, Machine Learning, Data Science",0.25908791489421,0
109.0,13.0,ML Engineer,TCS,"Java, Python, AI, CSS, JavaScript","AI, SQL",0.8102176514551644,1
110.0,262.0,AI Engineer,Wipro,"Data Science, CSS, AI, Machine Learning","AI, HTML, C++, JavaScript",0.1143220943016841,0
111.0,389.0,UI Developer,Oracle,"C++, JavaScript, Machine Learning, HTML, Java","Python, CSS",0.3460195761331986,0
112.0,91.0,Frontend Developer,TechNova Solutions,"AI, SQL, Java, Machine Learning","SQL, Java, CSS",0.1977164603577925,0
113.0,88.0,AI Engineer,CodeCraft Labs,"Machine Learning, SQL, CSS, JavaScript","SQL, Java, Machine Learning, Data Science, JavaScript",0.3875556133382417,0
114.0,325.0,Data Scientist,DataNest AI,"HTML, SQL","Python, Java, Machine Learning, C++",0.0162440525151383,0
115.0,153.0,ML Engineer,Amazon,"Data Science, Python","C++, AI, CSS, Machine Learning, Data Science",0.3503966050308849,0
116.0,26.0,Data Scientist,CodeCraft Labs,"Data Science, Java, HTML, AI","AI, Machine Learning",0.7826362405756284,0
117.0,266.0,Data Scientist,Wipro,"Data Science, CSS","C++, Machine Learning, Data Science",0.1744011249748249,0
118.0,456.0,React Developer,Amazon,"CSS, Python","HTML, Java",0.3004642753939001,0
119.0,184.0,React Developer,IBM,"Machine Learning, SQL, HTML","CSS, HTML",0.7531637568868403,0
120.0,5.0,AI Engineer,DataNest AI,"C++, Machine Learning, Python, JavaScript","Machine Learning, Data Science",0.3847276029456432,0
121.0,94.0,Frontend Developer,Oracle,"Python, C++","CSS, Python, SQL, Java",0.9810905757339492,1
122.0,85.0,Data Scientist,IBM,"CSS, Python, C++","Data Science, AI, Java, Machine Learning, C++",0.8030466696039135,1
123.0,463.0,Frontend Developer,Google,"AI, C++, Python, HTML, Machine Learning","Python, HTML, CSS",0.3654677638635072,0
124.0,46.0,React Developer,Oracle,"HTML, CSS","Java, JavaScript, C++, CSS",0.9279629940947368,1
125.0,269.0,AI Engineer,Infosys,"Python, SQL, Data Science","Machine Learning, C++, AI, SQL, Data Science",0.0493774000524739,0
126.0,257.0,Data Scientist,Microsoft,"Data Science, SQL, C++","Data Science, Python, JavaScript, AI, HTML",0.2540118618060627,0
127.0,348.0,React Developer,TechNova Solutions,"JavaScript, SQL, Machine Learning","CSS, HTML, SQL, Python",0.1812456154404326,0
128.0,321.0,UI Developer,DataNest AI,"Machine Learning, C++","C++, JavaScript, Python",0.6238024814067497,0
129.0,13.0,Frontend Developer,Microsoft,"SQL, Python, C++, Machine Learning, CSS","Data Science, C++, Java, HTML, Python",0.8444013664874671,1
130.0,113.0,ML Engineer,Meta,"Machine Learning, SQL, C++","AI, Python, CSS, Java, Machine Learning",0.2025076671371707,0
131.0,280.0,ML Engineer,TechNova Solutions,"C++, JavaScript, Data Science, Python","Machine Learning, Python, C++, SQL, AI",0.708168554252366,0
132.0,359.0,ML Engineer,Meta,"Data Science, HTML, JavaScript, AI","SQL, Python, Machine Learning, AI, CSS",0.024602154728508,0
133.0,212.0,Data Scientist,TechNova Solutions,"C++, JavaScript, Machine Learning, CSS","SQL, AI, Machine Learning, C++",0.3964850342741286,0
134.0,211.0,Frontend Developer,TechNova Solutions,"SQL, AI, CSS, Python","JavaScript, HTML, CSS",0.7856290410807671,0
135.0,311.0,ML Engineer,Amazon,"HTML, AI, JavaScript, Data Science, Python","HTML, Python, CSS, AI, Java",0.5839618594862619,0
136.0,29.0,Data Scientist,Amazon,"Data Science, Python, AI, C++, CSS","AI, Data Science, Java",0.8101594921020226,1
137.0,439.0,AI Engineer,Amazon,"Python, Machine Learning","Data Science, AI, SQL, HTML, Python",0.3959335589596997,0
138.0,377.0,ML Engineer,Amazon,"Python, HTML, JavaScript","AI, HTML, Machine Learning, SQL, Java",0.6267287106239539,0
139.0,58.0,Systems Engineer,Wipro,"Data Science, Python, Machine Learning, SQL, Java","SQL, C++",0.1349808679010241,0
140.0,233.0,Business Analyst,Google,"HTML, CSS, Java, SQL","SQL, Data Science",0.082061130237533,0
141.0,441.0,UI Developer,Oracle,"SQL, Java, CSS, JavaScript, AI","JavaScript, CSS, C++",0.3367538853223363,0
142.0,68.0,Frontend Developer,CodeCraft Labs,"JavaScript, CSS, Python, Machine Learning","JavaScript, CSS",0.0607088238293157,0
143.0,320.0,React Developer,CodeCraft Labs,"CSS, AI, HTML","CSS, Python, HTML, C++",0.0808756544152996,0
144.0,172.0,UI Developer,IBM,"Machine Learning, AI","JavaScript, SQL",0.6183768343772911,0
145.0,60.0,Data Scientist,Wipro,"Python, C++, CSS, Java","JavaScript, AI",0.7860167518020625,0
146.0,237.0,UI Developer,DataNest AI,"JavaScript, Java, Data Science","CSS, Data Science",0.4204317283950568,0
147.0,252.0,UI Developer,TCS,"HTML, CSS, C++, Python","HTML, SQL, Java, C++",0.6516090776438971,0
148.0,99.0,UI Developer,Wipro,"HTML, C++, JavaScript","CSS, C++",0.9892217882404646,1
149.0,453.0,Data Scientist,CodeCraft Labs,"Data Science, Machine Learning","Java, HTML, Python, Machine Learning, AI",0.4996955507766508,0
150.0,485.0,C++ Developer,DataNest AI,"CSS, SQL, Machine Learning, HTML, Java","SQL, C++",0.0539374028677703,0
151.0,337.0,Frontend Developer,Oracle,"JavaScript, C++, HTML, Machine Learning","Python, CSS, SQL, HTML",0.9636636351923428,1
152.0,160.0,AI Engineer,Accenture,"C++, AI, Machine Learning, SQL, JavaScript","Python, AI, Machine Learning",0.6738078329207865,0
153.0,159.0,AI Engineer,TCS,"HTML, Python, C++, AI","Machine Learning, C++, SQL, AI, Data Science",0.6397331658089517,0
154.0,459.0,UI Developer,Infosys,"HTML, SQL","C++, CSS",0.6719768956294636,0
155.0,378.0,React Developer,Amazon,"HTML, AI, SQL, Data Science","CSS, Java, Python",0.7260051662225827,0
156.0,155.0,ML Engineer,TCS,"Python, Data Science, HTML","C++, Python, Machine Learning, Data Science",0.0153599252418294,0
157.0,404.0,ML Engineer,IBM,"JavaScript, C++, Python, Java, AI","Python, C++, Machine Learning",0.6444388393603087,0
158.0,75.0,Java Developer,Wipro,"Machine Learning, CSS, C++, HTML","Python, Java",0.5213636073008939,0
159.0,329.0,ML Engineer,TCS,"SQL, Java, Machine Learning, C++, HTML","Machine Learning, Java, C++",0.9059122771926296,1
160.0,379.0,Data Scientist,Wipro,"C++, Python, HTML, Data Science","SQL, AI, JavaScript, HTML",0.4929042550822159,0
161.0,86.0,Data Scientist,DataNest AI,"CSS, Python, AI, JavaScript","Machine Learning, HTML, Python, Java, AI",0.2100570276670985,0
162.0,468.0,Data Scientist,DataNest AI,"JavaScript, CSS, SQL, Python","CSS, Java, C++, AI, Data Science",0.7057943062898258,0
163.0,15.0,Data Scientist,Infosys,"Python, SQL, C++, Machine Learning, AI","C++, Machine Learning",0.0910211610871306,0
164.0,160.0,React Developer,Oracle,"AI, JavaScript, Data Science, SQL, Java","C++, CSS",0.4359233026638867,0
165.0,24.0,Data Scientist,DataNest AI,"Data Science, Machine Learning","SQL, Machine Learning",0.1162397992765397,0
166.0,97.0,Data Scientist,CodeCraft Labs,"Data Science, HTML, C++, SQL, CSS","SQL, CSS, Python, Java, Machine Learning",0.3694738400547473,0
167.0,258.0,Frontend Developer,Oracle,"SQL, Data Science","CSS, HTML",0.3112892478272631,0
168.0,311.0,Frontend Developer,Google,"SQL, Data Science, AI, Python, CSS","Python, JavaScript, CSS",0.2915097414983842,0
169.0,238.0,ML Engineer,IBM,"Java, HTML, Python, C++","C++, Machine Learning, Data Science, Java",0.4914291641039745,0
170.0,385.0,Frontend Developer,DataNest AI,"SQL, Machine Learning, Python","Python, Java, C++, HTML",0.5770573965446382,0
171.0,186.0,AI Engineer,TCS,"SQL, AI","Python, C++, AI, Machine Learning, JavaScript",0.8695956643275646,1
172.0,103.0,Data Scientist,Oracle,"Machine Learning, CSS, C++, SQL, Python","Python, Data Science, Java, AI",0.4324486049921776,0
173.0,37.0,UI Developer,Microsoft,"C++, AI, Data Science","CSS, HTML, JavaScript",0.4079441225685607,0
174.0,53.0,React Developer,Google,"JavaScript, CSS, SQL","HTML, C++, Python",0.9249558816817278,1
175.0,369.0,Data Scientist,Meta,"Machine Learning, HTML, C++","C++, AI, Data Science",0.2743511551664429,0
176.0,23.0,UI Developer,Microsoft,"Java, C++, SQL","CSS, Data Science",0.1034548544234699,0
177.0,291.0,Frontend Developer,Accenture,"Java, C++, Machine Learning","Java, CSS",0.6527945496125251,0
178.0,292.0,Frontend Developer,TCS,"Machine Learning, Java, SQL","CSS, Python",0.8935751498114863,1
179.0,313.0,Frontend Developer,Accenture,"SQL, Java, AI","SQL, HTML",0.8490636971516542,1
180.0,194.0,Data Scientist,Meta,"CSS, Python, SQL, JavaScript, Machine Learning","HTML, Java, Machine Learning, Data Science, AI",0.7096634445990977,0
181.0,118.0,AI Engineer,Amazon,"Python, AI, Machine Learning, CSS","Machine Learning, CSS, JavaScript",0.5842541060555598,0
182.0,213.0,AI Engineer,TechNova Solutions,"Machine Learning, SQL, Python, HTML","CSS, Machine Learning, JavaScript, Java",0.4740218141195788,0
183.0,485.0,UI Developer,CodeCraft Labs,"JavaScript, Python","Java, SQL, JavaScript",0.8604073093947793,1
184.0,97.0,ML Engineer,Amazon,"Data Science, Java, AI","Java, Python, SQL, AI",0.4980943090280674,0
185.0,237.0,UI Developer,Meta,"HTML, CSS, AI, SQL","Python, HTML, JavaScript, Data Science",0.5770001933464869,0
186.0,314.0,ML Engineer,Accenture,"AI, SQL, Machine Learning, C++, Data Science","Machine Learning, Data Science, AI, Java",0.0507505955538967,0
187.0,432.0,Data Scientist,Infosys,"CSS, HTML, C++, Java, JavaScript","Data Science, C++, JavaScript, AI",0.1728555757472774,0
188.0,332.0,Spring Boot Developer,TechNova Solutions,"Python, Machine Learning, C++, Data Science, CSS","Java, Data Science, Python",0.7504571153405097,0
189.0,437.0,React Developer,Infosys,"SQL, Machine Learning, Java, CSS, JavaScript","CSS, C++, Data Science",0.321738953414313,0
190.0,111.0,React Developer,TechNova Solutions,"Data Science, CSS","C++, CSS, Data Science, HTML, Java",0.9383676406673068,1
191.0,364.0,Data Scientist,CodeCraft Labs,"HTML, Machine Learning, SQL, C++","Python, AI, SQL, HTML",0.9688659561399748,1
192.0,186.0,Data Scientist,IBM,"Java, AI, HTML, SQL","CSS, SQL, Data Science, AI",0.3432234044110126,0
193.0,235.0,Data Scientist,Amazon,"JavaScript, SQL, HTML, CSS","CSS, AI, JavaScript",0.5964174297467679,0
194.0,475.0,Frontend Developer,CodeCraft Labs,"Machine Learning, JavaScript, SQL","HTML, Data Science, Java, Python",0.6436296926446597,0
195.0,468.0,UI Developer,Wipro,"Data Science, Python","HTML, Data Science, JavaScript, SQL, Python",0.6793376280243066,0
196.0,326.0,AI Engineer,TechNova Solutions,"C++, Machine Learning, Data Science, SQL","AI, SQL, C++, Python",0.766294510024463,0
197.0,86.0,ML Engineer,Wipro,"SQL, Python","AI, CSS",0.0189755929923728,0
198.0,135.0,Frontend Developer,Oracle,"CSS, JavaScript, Python, Machine Learning, SQL","C++, HTML, Python",0.505249813671789,0
199.0,496.0,React Developer,IBM,"HTML, Java, C++","HTML, CSS, C++, Data Science, Java",0.3927408833063592,0
200.0,45.0,ML Engineer,IBM,"Machine Learning, C++, AI, Python","AI, JavaScript, Java, Python, Machine Learning",0.5595553032729614,0
201.0,155.0,AI Engineer,Wipro,"Python, Machine Learning, CSS, SQL","Machine Learning, AI, Data Science, SQL, C++",0.0206032390177223,0
202.0,60.0,AI Engineer,Wipro,"C++, Data Science, Python, Java","Python, AI",0.0564477794351976,0
203.0,320.0,ML Engineer,Infosys,"CSS, HTML, Java, Data Science","AI, C++, SQL, CSS",0.8473325599590209,1
204.0,266.0,UI Developer,CodeCraft Labs,"Python, C++, SQL","Java, HTML",0.9381717144111,1
205.0,159.0,Data Scientist,IBM,"C++, Machine Learning, HTML","Machine Learning, Data Science, C++",0.3889621471557279,0
206.0,176.0,Frontend Developer,DataNest AI,"C++, AI","HTML, C++",0.1619785554655042,0
207.0,42.0,Frontend Developer,Amazon,"SQL, AI, HTML, Java, C++","CSS, Java",0.1866337723942972,0
208.0,11.0,ML Engineer,DataNest AI,"Machine Learning, Python, JavaScript, SQL, Data Science","HTML, CSS, AI",0.992175448197716,1
209.0,143.0,UI Developer,Meta,"AI, JavaScript","CSS, JavaScript, C++, Python, Data Science",0.2963990795136988,0
210.0,120.0,UI Developer,Infosys,"CSS, Java","Python, HTML, JavaScript, C++, Java",0.7756460115027821,0
211.0,127.0,ML Engineer,Meta,"Python, Machine Learning, Data Science, JavaScript","HTML, SQL, AI",0.487727155942108,0
212.0,44.0,UI Developer,Amazon,"Python, Data Science","C++, JavaScript, SQL",0.2821391652345467,0
213.0,193.0,UI Developer,Google,"CSS, Python, HTML, Data Science, Machine Learning","Data Science, CSS",0.3191450292474294,0
214.0,480.0,BI Analyst,Google,"Python, AI, CSS, Machine Learning","Python, Data Science, SQL",0.903577280861704,1
215.0,425.0,ML Engineer,Accenture,"SQL, C++, Machine Learning, Python","CSS, HTML, AI, Python, C++",0.3487953499068915,0
216.0,483.0,Data Scientist,Wipro,"JavaScript, SQL, C++, Machine Learning","AI, SQL, Java, Python, HTML",0.5415022607606507,0
217.0,99.0,AI Engineer,CodeCraft Labs,"Data Science, C++, Java","C++, JavaScript, AI, HTML, Java",0.5464976796939994,0
218.0,123.0,ML Engineer,Wipro,"CSS, Data Science, Machine Learning, Java","SQL, JavaScript, AI, HTML",0.2810388153584094,0
219.0,402.0,Frontend Developer,TCS,"C++, CSS, JavaScript, AI, Machine Learning","JavaScript, Java",0.5262800488412922,0
220.0,115.0,AI Engineer,Google,"JavaScript, Java, CSS, Machine Learning, HTML","AI, HTML",0.3328093655128642,0
221.0,374.0,React Developer,Google,"Machine Learning, CSS","Java, JavaScript, HTML, CSS, SQL",0.5719414205948645,0
222.0,449.0,AI Engineer,TCS,"CSS, C++, Data Science","C++, CSS, Machine Learning",0.8989000123513805,1
223.0,446.0,React Developer,Oracle,"Data Science, CSS, C++, Python, AI","CSS, HTML, SQL, Python",0.934311301679771,1
224.0,455.0,UI Developer,DataNest AI,"Python, AI","Data Science, JavaScript, C++, Java, Python",0.8685871273892385,1
